,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,favorite_count,retweet_count,word_count,contains_gatewaypundit,mentions_count,hashtags_count,Caps_count,contains_bad_url,contains_good_url,contains_bad_mentions,sentiment_analysis,angry_level,fear_level,happy_level,sad_level,surprise_level
15598,0,599,1023,12600,1,1,42,0,4,0,1,0,0,0,-0.7003,0.0,0.5,0.0,0.0,0.5
4107,0,627,184,313,0,0,47,0,0,2,1,0,1,0,-0.5892,0.11,0.56,0.0,0.22,0.11
12777,0,1211,562,5180,1,0,30,0,2,1,1,0,0,0,0.6249,0.0,1.0,0.0,0.0,0.0
8435,0,23764,180493,10598,383,102,45,0,1,0,2,0,0,0,-0.2023,0.0,0.62,0.12,0.12,0.12
15460,0,181,30,954,0,0,45,0,1,0,2,0,0,0,-0.9201,0.12,0.12,0.12,0.25,0.38
5435,0,353,135,4072,0,0,43,0,3,0,2,0,0,0,-0.1531,0.0,0.5,0.0,0.5,0.0
4437,0,328,119,2400,0,2,45,0,1,0,1,0,1,0,0.4215,0.0,0.12,0.38,0.38,0.12
10382,0,352,189,24137,1,0,22,0,1,0,0,0,1,0,-0.2589,0.0,0.33,0.0,0.33,0.33
8597,0,11744,25154,14561,38,7,35,0,1,0,0,0,0,0,0.7096,0.0,0.6,0.2,0.0,0.2
1442,0,1026,23336,3554,2,0,37,0,0,0,0,0,0,0,0.6597,0.0,0.0,0.0,0.0,1.0
8453,0,29,6,62,0,0,30,0,1,0,0,0,0,0,-0.34,0.0,0.0,0.0,0.33,0.67
4406,0,783,630,2012,0,0,43,0,1,0,0,0,0,0,-0.7906,0.17,0.67,0.0,0.0,0.17
15825,1,2743,3917,51265,3,1,38,1,5,0,3,0,0,1,-0.5574,0.0,0.2,0.2,0.2,0.4
17550,0,1686,958,1173,4,0,32,0,4,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1689,0,1773,2558,3577,7,3,36,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
17841,0,774,766,49331,0,0,43,0,0,0,1,0,0,0,-0.8176,0.0,0.33,0.0,0.0,0.67
9917,0,462,279,5018,0,0,44,0,4,1,4,0,0,0,-0.9516,0.0,0.33,0.0,0.33,0.33
17059,1,238,67,5810,0,0,29,1,1,0,6,0,0,1,-0.1779,0.0,0.67,0.0,0.0,0.33
13122,1,9444,8966,81332,5,5,22,0,0,0,5,0,0,0,-0.7184,0.0,0.0,0.0,0.33,0.67
5962,0,1651,974,2847,1,0,32,0,0,0,0,0,0,0,-0.8225,0.0,0.14,0.0,0.43,0.43
2496,0,283,121,3110,0,0,21,0,2,0,2,0,1,0,-0.6124,0.0,0.0,0.0,0.0,0.0
15304,1,76766,83541,275,2,1,31,0,2,0,3,0,0,0,-0.128,0.0,0.2,0.0,0.0,0.8
15096,0,1191,662,3587,0,0,35,0,1,0,0,0,1,0,0.4767,0.0,0.33,0.0,0.17,0.5
14298,0,540,546,22235,1,0,48,0,0,0,3,0,1,0,-0.7096,0.0,0.6,0.0,0.0,0.4
16169,0,36446,33163,36196,0,0,38,0,4,0,3,0,0,0,-0.8519,0.0,1.0,0.0,0.0,0.0
340,0,346,11,2452,0,0,27,0,23,0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2408,0,366,5,67,0,0,32,0,6,0,3,0,0,0,-0.5106,0.33,0.0,0.0,0.0,0.67
9793,0,448,306,1376,0,0,27,0,2,0,0,0,0,0,0.5106,0.0,0.33,0.33,0.0,0.33
15084,0,622,32,4743,0,0,28,0,2,0,0,0,0,0,-0.8074,0.0,0.4,0.2,0.2,0.2
6257,0,818,255,39227,0,0,34,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0
5782,1,936,761,30144,1,1,31,0,24,0,3,0,0,1,0.2263,0.0,1.0,0.0,0.0,0.0
4576,1,7378,6865,35962,3,1,28,1,1,0,1,0,0,1,-0.8225,0.0,0.29,0.0,0.14,0.57
3725,1,782,748,9916,5,1,35,0,0,0,0,0,0,0,-0.3814,0.22,0.44,0.0,0.11,0.22
10748,0,1466,579,39461,0,0,25,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.67,0.33
2785,0,276,128,13701,0,0,34,0,6,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
9715,0,2694,2320,14724,0,0,20,0,0,0,0,0,0,0,0.0,0.0,0.67,0.0,0.0,0.33
15909,0,3525,1669,60129,0,0,28,0,0,1,3,0,1,0,-0.3612,0.0,0.5,0.0,0.5,0.0
10699,0,731,319,7410,0,0,32,0,2,0,2,0,0,0,-0.8555,0.25,0.25,0.25,0.0,0.25
17436,0,918,897,19739,0,0,37,0,3,0,1,0,0,0,-0.807,0.0,0.2,0.0,0.4,0.4
1012,0,4795,6049,17540,2,2,36,0,2,0,0,0,0,0,-0.5423,0.0,0.2,0.0,0.0,0.8
5280,0,1822,33308,59663,39,11,38,0,0,0,2,0,0,0,-0.8126,0.0,0.6,0.0,0.2,0.2
4895,0,1343,264,113,1,0,38,0,1,0,0,0,0,0,-0.5719,0.0,0.75,0.0,0.12,0.12
9958,1,4893,7197,203619,2,0,20,0,0,0,1,0,0,0,-0.25,0.0,0.33,0.0,0.33,0.33
12743,0,1133,1092,86896,0,0,27,0,0,0,2,0,1,0,-0.296,0.25,0.0,0.0,0.25,0.5
7121,0,3237,3141,2694,0,0,30,0,0,0,0,0,0,0,0.0,0.0,0.17,0.0,0.17,0.67
6549,0,2891,2947,486,1,0,41,0,0,0,0,0,0,0,0.9336,0.0,0.33,0.17,0.5,0.0
4037,1,933,757,30145,1,3,33,0,24,0,2,0,0,1,-0.5423,0.0,1.0,0.0,0.0,0.0
16602,1,197,52,6919,1,0,31,0,2,9,1,0,0,0,-0.8519,0.0,0.25,0.25,0.25,0.25
148,0,1296,2152,2009,0,0,47,0,1,0,1,0,0,0,0.6705,0.14,0.43,0.0,0.0,0.43
285,0,487,230,78769,0,0,22,0,8,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15992,1,15561,15665,80889,6,1,35,0,2,1,9,0,0,0,-0.5994,0.0,0.8,0.0,0.0,0.2
17655,1,13546,14183,82593,0,0,32,0,4,0,7,0,0,0,-0.7269,0.25,0.25,0.0,0.25,0.25
8555,0,1237,2980,15054,3,0,40,0,0,0,2,0,1,0,0.836,0.0,0.4,0.0,0.6,0.0
13559,1,191,234,40651,0,0,26,1,1,0,0,0,0,1,-0.0258,0.0,0.5,0.0,0.5,0.0
12135,0,1748,388,14093,11,4,31,0,3,0,0,0,0,0,-0.6249,0.25,0.0,0.0,0.0,0.75
16503,0,726,277,20961,0,0,21,0,0,5,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.5
9732,0,815,478,5522,0,0,39,0,0,0,0,0,1,0,0.765,0.0,0.45,0.18,0.0,0.36
12917,0,4940,620,65654,1,0,44,0,0,0,1,0,0,0,0.4588,0.0,0.5,0.25,0.0,0.25
15463,0,181,30,954,0,0,45,0,1,0,2,0,0,0,-0.9201,0.12,0.12,0.12,0.25,0.38
6770,0,323,1177,2202,0,0,28,0,1,0,0,0,0,0,0.7096,0.0,0.33,0.33,0.33,0.0
4443,0,67,1,0,0,0,27,0,1,0,1,0,1,0,-0.7269,0.0,0.17,0.17,0.33,0.33
7446,1,1499,345509,8437,557,176,32,1,1,0,1,0,0,1,-0.5859,0.0,0.0,0.0,0.4,0.6
236,0,356,35,704,0,0,30,0,1,0,1,0,1,0,-0.9042,0.0,0.33,0.0,0.67,0.0
15901,0,363,346,613,0,0,37,0,0,3,1,0,1,0,-0.34,0.0,0.0,0.0,0.5,0.5
17599,0,55,17,2831,0,0,46,0,1,0,3,0,1,0,-0.7184,0.0,0.25,0.0,0.5,0.25
10754,0,3378,1488,14995,0,0,26,0,0,1,0,0,0,0,-0.4767,0.0,0.0,0.0,0.2,0.8
7123,0,16696,15355,240328,3,2,36,0,4,2,2,0,0,0,-0.8442,0.0,0.62,0.12,0.12,0.12
16446,0,3465,3460,47745,0,0,24,0,0,1,1,0,0,0,-0.7184,0.0,0.0,0.0,0.25,0.75
10123,1,15937,17444,33193,198,92,41,0,0,0,32,0,0,0,0.8402,0.0,0.0,0.33,0.17,0.5
13711,0,0,1,354,0,0,43,0,2,0,1,0,0,0,-0.936,0.11,0.22,0.0,0.56,0.11
12944,0,2804,5365,8387,1,0,21,0,0,0,0,0,0,0,0.0,0.14,0.14,0.29,0.0,0.43
3083,0,206,223,704,4,7,30,0,3,0,1,0,0,0,-0.5267,0.0,0.0,0.0,0.0,1.0
17591,0,279,48,2753,0,0,25,0,1,0,1,0,0,0,-0.1531,0.2,0.4,0.0,0.2,0.2
10294,1,1354,1161,15002,0,0,22,0,1,1,1,1,0,0,0.6369,0.0,0.33,0.0,0.0,0.67
632,0,3401,138219,34525,1185,331,44,0,1,0,0,0,0,0,-0.34,0.0,0.25,0.0,0.25,0.5
6813,0,1593,1118,9967,0,0,33,0,0,1,0,0,0,0,-0.6369,0.0,0.25,0.0,0.25,0.5
2493,0,1055,1755,4,0,0,31,0,0,25,8,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
2665,0,3316,1639,104261,3,3,39,0,1,4,1,0,0,0,-0.8934,0.0,0.25,0.0,0.25,0.5
16601,0,912,1925,549,18,1,47,0,0,0,0,0,0,0,-0.9382,0.11,0.56,0.0,0.22,0.11
12598,0,5245,4915,27547,0,0,22,0,1,0,0,0,1,0,-0.7964,0.0,0.0,0.0,0.8,0.2
16647,0,128,78,467,0,0,35,0,1,0,1,0,0,0,-0.836,0.0,0.0,0.0,1.0,0.0
17457,0,35,31,1637,0,0,28,0,4,3,1,0,1,0,-0.7096,0.5,0.0,0.0,0.0,0.5
10526,1,2841,3070,41243,0,0,39,0,0,0,0,0,0,0,-0.8215,0.0,0.6,0.0,0.2,0.2
15836,0,1185,5851,129229,31,4,40,0,3,0,0,0,0,0,-0.875,0.0,0.75,0.0,0.0,0.25
10060,1,1003,438,1819,0,0,21,1,1,0,8,0,0,1,-0.6486,0.0,0.0,0.0,0.33,0.67
14788,0,1425,839,5240,0,0,38,0,3,0,0,0,0,0,0.1027,0.33,0.0,0.0,0.0,0.67
11811,0,44,63,24,0,0,32,0,1,0,0,0,0,0,-0.2023,0.4,0.4,0.0,0.2,0.0
13753,0,1935,1423,41653,0,0,34,0,2,0,1,0,0,0,0.7635,0.0,0.57,0.0,0.14,0.29
12075,0,354,241,15708,0,0,34,0,3,1,1,0,0,0,-0.4767,0.0,0.0,0.0,0.33,0.67
16578,0,153,59,869,0,0,52,0,1,0,0,0,0,0,-0.976,0.0,0.57,0.14,0.0,0.29
15623,0,129,697,13396,1,0,30,0,1,4,0,0,0,0,-0.9022,0.0,0.33,0.33,0.17,0.17
4211,1,1333,29772,17241,104,44,50,0,1,0,2,0,0,0,-0.3818,0.0,0.0,0.5,0.0,0.5
14109,1,1783,3410,113646,1,0,23,1,1,0,2,0,0,1,-0.5106,0.0,0.25,0.0,0.5,0.25
9686,0,5003,2309,28607,0,0,30,0,2,0,0,0,0,0,-0.8625,0.0,0.6,0.2,0.0,0.2
10593,0,5,21,11306,0,0,30,0,7,6,3,0,1,0,-0.7964,0.0,0.25,0.0,0.5,0.25
3874,0,72,28,1630,0,0,23,0,16,0,1,0,0,0,-0.3818,0.0,1.0,0.0,0.0,0.0
9424,1,55517,62621,48,2,2,45,0,0,0,1,1,0,0,0.0,0.14,0.29,0.0,0.14,0.43
10853,0,1626,2568,32346,0,0,40,0,0,0,0,0,0,0,0.2023,0.0,0.83,0.17,0.0,0.0
2817,1,1107,140,21931,1,0,20,0,0,0,3,1,0,0,-0.6705,0.25,0.5,0.0,0.0,0.25
16305,0,240,504,8929,0,0,27,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
17647,0,223,267,12328,0,0,41,0,2,0,36,0,0,0,-0.8016,0.0,0.22,0.0,0.44,0.33
5249,0,34157,31950,102223,2,2,27,0,15,0,6,0,0,0,-0.7096,0.0,0.5,0.0,0.0,0.5
8533,0,42,17,3999,1,0,31,0,2,0,2,0,0,0,-0.8957,0.0,0.29,0.0,0.29,0.43
7426,0,327,101,4895,1,0,26,0,3,0,1,0,0,0,-0.9287,0.17,0.0,0.0,0.5,0.33
12345,0,1544,13196,43502,253,85,45,0,0,0,1,0,0,0,-0.9274,0.0,0.4,0.2,0.2,0.2
16705,0,4938,4924,21517,5,1,31,0,0,0,1,0,0,0,-0.5719,0.1,0.3,0.0,0.2,0.4
7979,0,999,14530,4034,11,3,32,0,0,0,1,0,0,0,0.4404,0.0,0.0,0.25,0.0,0.75
11253,0,1912,268725,43565,5950,2595,24,0,0,0,1,0,0,0,-0.3182,0.0,0.5,0.0,0.5,0.0
17263,0,13,0,521,0,1,22,0,5,0,1,0,0,0,-0.25,0.0,0.5,0.0,0.0,0.5
9777,0,3374,2500,5671,0,0,41,0,1,0,0,0,1,0,-0.6486,0.25,0.12,0.0,0.25,0.38
1735,0,1426,1150,17206,2,1,42,0,3,0,1,0,0,0,-0.323,0.25,0.25,0.25,0.25,0.0
7397,0,1209,1204,24486,0,0,22,0,2,0,1,0,0,0,-0.8834,0.0,0.8,0.0,0.2,0.0
11015,0,384,163,12897,0,0,25,0,0,0,3,0,0,0,0.2732,0.0,0.0,0.0,0.5,0.5
14484,0,3416,765,19132,0,0,30,0,2,3,6,0,0,0,-0.7845,0.0,1.0,0.0,0.0,0.0
4255,0,974,586,993,279,92,25,0,3,0,0,0,0,0,-0.296,0.0,0.33,0.0,0.33,0.33
16346,0,1890,3547,2576,12,11,24,0,3,2,3,0,1,0,0.6249,0.0,0.33,0.33,0.33,0.0
2475,0,299,9,2321,0,0,23,0,12,0,4,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0
10756,0,455,31,2534,0,0,38,0,1,0,0,0,1,0,0.0,0.17,0.5,0.17,0.0,0.17
17933,0,4887,1237,9226,0,0,42,0,5,1,18,0,0,0,-0.1027,0.0,0.33,0.0,0.0,0.67
3713,1,5574,5465,648,0,1,26,0,0,0,2,0,0,0,-0.2023,0.29,0.29,0.0,0.0,0.43
15163,0,829,1348,3504,0,0,39,0,0,0,0,0,1,0,0.5859,0.0,0.6,0.2,0.0,0.2
6704,0,68,37,24006,1,0,71,0,43,0,1,0,0,0,-0.8617,0.0,0.0,0.17,0.0,0.83
1804,0,156,32,4718,0,0,49,0,5,0,26,0,0,0,-0.2551,0.0,0.67,0.0,0.33,0.0
707,0,242,193,21694,0,0,41,0,1,4,1,0,0,0,0.6858,0.0,0.57,0.0,0.29,0.14
11238,0,6,0,52,2,0,24,0,4,0,1,0,0,0,-0.9432,0.33,0.33,0.0,0.33,0.0
17253,0,3410,1905,25390,0,0,39,0,0,0,0,0,0,0,-0.2263,0.0,0.67,0.33,0.0,0.0
5189,0,24,2,151,0,0,20,0,0,1,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.75
16797,0,6931,6301,392,0,0,39,0,2,1,5,0,0,0,-0.2263,0.0,1.0,0.0,0.0,0.0
5472,0,5000,803,65241,1,0,39,0,3,2,1,0,0,0,-0.3818,0.0,0.33,0.0,0.33,0.33
14983,0,231,60,2657,2,1,31,0,13,0,1,0,0,0,-0.7003,0.0,0.0,0.0,0.67,0.33
72,0,4874,2602,143492,0,0,34,0,0,0,0,0,0,0,0.0516,0.0,0.2,0.2,0.2,0.4
14210,0,3254,27853,1921,1,2,36,0,0,1,0,0,0,0,0.296,0.14,0.43,0.0,0.0,0.43
7843,1,261,145,72,265,347,51,0,1,0,3,0,0,0,0.2796,0.25,0.0,0.0,0.5,0.25
12640,0,3116,1205,21821,1,1,37,0,2,5,2,0,0,0,-0.8979,0.0,0.43,0.0,0.14,0.43
14052,1,1850,1263,60400,0,0,32,1,1,1,3,0,0,1,-0.8126,0.0,0.5,0.5,0.0,0.0
13031,0,1846,1226,14184,1,0,27,0,1,0,1,0,0,0,-0.765,0.17,0.0,0.17,0.5,0.17
17657,0,572,50,386,0,0,34,0,10,0,4,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
5101,0,582,530,17629,0,0,33,0,6,4,2,0,0,0,-0.3287,0.5,0.0,0.0,0.5,0.0
6764,0,377,158,12939,0,0,35,0,1,0,0,0,0,0,-0.9287,0.0,0.29,0.0,0.14,0.57
9382,0,1429,265,2992,0,0,38,0,0,3,0,0,0,0,-0.575,0.33,0.0,0.17,0.17,0.33
14623,0,4440,4678,384892,0,0,45,0,5,0,3,0,0,0,-0.802,0.17,0.33,0.0,0.33,0.17
10793,0,1800,36987,7360,152,59,44,0,2,0,0,0,0,0,-0.7003,0.0,0.5,0.25,0.0,0.25
1125,0,2502,2498,8305,0,0,33,0,0,0,0,0,0,0,-0.8126,0.0,0.2,0.0,0.2,0.6
1241,0,5395,119801,11960,165,70,23,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16275,0,635,8,2477,0,0,44,0,3,0,1,0,1,0,0.4767,0.0,0.25,0.12,0.5,0.12
11794,0,1352,3991,2003,0,0,42,0,6,6,6,0,0,0,-0.0516,0.33,0.0,0.0,0.33,0.33
2349,0,350,26,2666,7,0,20,0,2,0,0,0,1,0,-0.7275,0.0,0.2,0.0,0.2,0.6
16732,0,4718,4486,345188,0,0,22,0,4,0,1,0,0,0,-0.7096,0.0,0.25,0.0,0.25,0.5
11543,0,370,8,5421,0,0,37,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
13286,0,4976,4543,14404,1,0,30,0,0,0,1,0,0,0,0.743,0.0,0.0,0.75,0.0,0.25
6602,0,1026,264,23789,0,0,27,0,17,0,5,0,0,0,-0.5267,0.0,0.0,0.0,0.0,0.0
16112,0,914,899,19739,0,0,32,0,2,0,1,0,0,0,-0.7351,0.0,0.5,0.0,0.5,0.0
12200,1,1736,1428,522,0,0,26,1,1,0,3,0,0,1,-0.8176,0.0,0.25,0.0,0.25,0.5
16269,0,10804,9837,17658,0,0,44,0,2,0,4,0,0,0,0.0387,0.22,0.33,0.22,0.0,0.22
6780,0,991,229,13612,0,0,28,0,1,0,0,0,1,0,-0.5106,0.33,0.33,0.0,0.0,0.33
15733,0,533,954,6923,3,0,36,0,1,0,1,0,0,0,0.9136,0.0,0.25,0.5,0.0,0.25
9769,0,273,124,26913,0,0,25,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
12098,0,394,1596,42525,0,0,36,0,2,1,0,0,0,0,-0.8225,0.0,0.33,0.0,0.33,0.33
11921,1,3911,4072,43458,0,0,24,1,1,0,3,0,0,1,-0.3818,0.0,0.0,0.0,0.0,1.0
15956,0,253,763,1269,0,0,20,0,1,3,1,0,0,0,-0.8316,0.0,0.0,0.0,1.0,0.0
4358,0,1022,263,23593,0,0,31,0,9,0,6,0,0,0,-0.34,0.0,0.57,0.0,0.14,0.29
14114,0,208,9,152,0,0,33,0,3,0,2,0,0,0,-0.8625,0.0,0.5,0.0,0.25,0.25
1343,0,165,24378,151,1,1,31,0,0,0,1,0,1,0,0.6249,0.0,0.33,0.17,0.17,0.33
17936,0,1531,1718,8721,0,0,28,0,8,0,4,0,1,0,-0.8176,0.0,0.0,0.0,0.5,0.5
16785,1,3015,1708,33415,0,0,43,0,7,1,6,0,0,0,-0.8807,0.0,0.75,0.0,0.0,0.25
7421,1,416,516,53825,0,0,26,0,0,0,0,0,0,0,-0.34,0.2,0.2,0.0,0.6,0.0
8632,0,3631,3500,130381,0,0,29,0,0,1,0,0,0,0,0.0,0.4,0.0,0.0,0.0,0.6
6652,0,226,203,12004,1,0,47,0,0,0,2,0,0,0,0.6369,0.0,0.14,0.0,0.29,0.57
1100,0,85737,84391,145349,2,1,30,0,4,2,2,0,0,0,-0.5574,0.0,0.5,0.0,0.0,0.5
10829,0,75,6,1984,0,0,38,0,4,0,2,0,0,0,-0.4404,0.25,0.0,0.0,0.5,0.25
9160,0,2042,1092,29887,0,0,21,0,0,1,0,0,0,0,-0.6369,0.0,0.0,0.17,0.5,0.33
8841,0,4150,2146,15978,0,0,35,0,1,4,2,0,1,0,0.2434,0.33,0.67,0.0,0.0,0.0
9738,0,8196,7476,48821,1,0,34,0,4,0,3,0,0,0,0.0,0.0,0.5,0.0,0.0,0.5
7327,0,307,36,946,0,0,43,0,4,0,0,0,0,0,-0.9694,0.0,0.33,0.0,0.0,0.67
7622,0,214,39,164,0,0,43,0,1,0,1,0,0,0,-0.3612,0.0,0.33,0.0,0.17,0.5
987,0,5001,1242,15288,0,0,34,0,3,5,0,0,0,0,0.0,0.14,0.14,0.0,0.29,0.43
10658,0,399,79,9693,0,0,26,0,1,0,1,0,0,0,-0.228,0.0,0.0,0.0,0.67,0.33
16014,0,1521,403,26975,0,0,23,0,1,0,7,0,0,0,-0.9297,0.0,0.33,0.33,0.0,0.33
2852,0,4,6,473,0,1,26,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
11695,0,1251,1039,3200,0,0,29,0,0,0,1,0,0,0,-0.5423,0.25,0.25,0.0,0.25,0.25
8853,0,29,22,1871,0,0,39,0,2,0,0,0,0,0,-0.5994,0.14,0.57,0.0,0.0,0.29
14996,0,10,5,14,0,0,26,0,4,1,0,0,0,0,-0.7845,0.0,0.0,0.0,0.5,0.5
630,0,99,6,1751,0,0,23,0,1,0,2,0,0,0,-0.91,0.0,0.4,0.0,0.2,0.4
12960,0,5531,5186,43725,1,0,38,0,0,0,0,0,0,0,0.7351,0.0,0.5,0.0,0.0,0.5
1249,0,664,501,28131,0,0,37,0,4,0,1,0,0,0,-0.2263,0.29,0.29,0.14,0.14,0.14
3179,0,922,752,30154,2,2,75,0,24,0,6,0,0,1,-0.4588,0.0,0.4,0.0,0.6,0.0
482,1,42652,43295,43692,8,6,20,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0
9776,0,119,1657,7760,0,0,38,0,0,0,1,0,0,0,-0.128,0.0,0.25,0.0,0.38,0.38
15022,1,80,103,6789,0,0,40,1,1,0,0,0,0,1,-0.1531,0.0,0.8,0.0,0.2,0.0
12868,0,4829,4139,55690,1,0,34,0,2,0,0,0,1,0,-0.8074,0.0,0.29,0.14,0.43,0.14
14577,0,77,11,874,0,0,43,0,2,0,1,0,0,0,-0.6597,0.0,0.0,0.0,1.0,0.0
9654,0,19404,17711,98392,2,1,39,0,3,0,1,0,0,0,0.5267,0.0,0.0,0.17,0.0,0.83
3040,0,166,151,9057,0,0,38,0,4,7,2,0,0,0,0.0,0.0,0.33,0.0,0.0,0.67
16035,0,1812,766,71103,0,0,28,0,3,0,0,0,0,0,0.5267,0.0,1.0,0.0,0.0,0.0
5010,0,1529,481,4208,0,0,26,0,2,2,6,0,0,0,0.7964,0.0,0.33,0.33,0.33,0.0
16833,0,2135,227,33702,0,0,22,0,3,0,1,0,0,0,-0.7717,0.0,0.0,0.0,1.0,0.0
7000,0,1645,785,16161,0,0,49,0,1,0,0,0,0,0,-0.9062,0.0,0.6,0.0,0.4,0.0
3273,0,100,3122,5,0,0,22,0,0,0,0,0,0,0,-0.5423,0.0,0.25,0.0,0.25,0.5
15526,0,2420,982,127813,0,0,49,0,1,0,4,0,0,0,-0.886,0.0,0.5,0.17,0.33,0.0
7227,0,1838,390132,485,3,1,20,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
3683,0,1787,2837,7944,2,1,38,0,0,0,0,0,0,0,-0.6808,0.0,0.4,0.0,0.2,0.4
6674,0,1384,767,3951,2,0,30,0,1,0,0,0,0,0,0.6249,0.2,0.4,0.4,0.0,0.0
6807,0,3092,1345,3093,0,0,24,0,0,0,0,0,0,0,0.1779,0.0,0.4,0.0,0.2,0.4
12337,0,4872,1069,3632,3,2,24,0,0,0,0,0,0,0,0.5423,0.0,0.0,0.0,1.0,0.0
17729,0,1044,260,24571,1,0,40,0,10,0,16,0,0,0,-0.6597,0.2,0.6,0.0,0.2,0.0
1316,0,569,2342,3155,0,0,27,0,0,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
13146,1,624,592,526,0,0,25,1,1,0,0,0,0,1,-0.4767,0.0,0.67,0.0,0.33,0.0
3225,0,349,96,4883,0,0,21,0,1,3,0,0,0,0,-0.5423,0.0,0.5,0.0,0.25,0.25
1072,0,22,30,7725,0,0,41,0,3,1,0,0,0,0,-0.3182,0.0,0.62,0.25,0.0,0.12
4815,0,63397,64646,72661,11,5,29,0,0,0,1,0,0,0,-0.7783,0.0,0.67,0.33,0.0,0.0
16555,0,32,4,369,0,0,44,0,9,2,2,0,0,0,-0.9022,0.0,0.0,0.0,0.67,0.33
10823,0,542,26,6018,0,0,20,0,1,1,1,0,0,0,0.0,0.0,0.25,0.0,0.5,0.25
15017,1,80,103,6789,0,0,35,0,0,0,0,1,0,0,0.0,0.17,0.5,0.0,0.17,0.17
9852,1,14679,13410,49385,0,0,29,1,1,0,4,0,0,1,-0.7845,0.0,0.0,0.0,0.0,1.0
5752,0,10144,10179,154398,2,1,33,0,1,0,0,0,1,0,-0.6654,0.0,0.0,0.0,0.0,1.0
10617,0,3484,1320,28503,3,1,45,0,3,1,4,0,0,0,0.3818,0.0,0.25,0.0,0.5,0.25
13271,1,19931,20387,165,6,6,24,1,1,0,5,0,0,1,-0.7184,0.0,0.0,0.0,0.33,0.67
17204,0,1978,3058,1716,0,0,33,0,3,7,2,0,0,0,-0.9136,0.0,0.5,0.0,0.5,0.0
14094,1,1725,519,8521,0,0,20,0,6,0,1,0,0,0,-0.5423,0.0,0.5,0.0,0.5,0.0
4616,0,652,301,98103,2,0,47,0,3,2,1,0,0,0,-0.8779,0.0,0.33,0.0,0.0,0.67
3097,0,367,31,6266,0,0,38,0,2,0,2,0,0,0,-0.34,0.0,0.33,0.0,0.33,0.33
12168,0,135,46,1165,2,0,35,0,2,0,1,0,0,0,-0.7579,0.0,0.29,0.14,0.43,0.14
17472,0,304,99,23292,0,0,32,0,3,3,2,0,0,0,-0.0772,0.2,0.2,0.0,0.4,0.2
6869,0,750,238,4456,0,0,43,0,0,0,23,0,0,0,-0.5106,0.17,0.5,0.0,0.0,0.33
1300,0,306,120,5,0,0,43,0,9,0,2,0,0,0,0.6369,0.0,0.5,0.5,0.0,0.0
7285,0,95,2,4,0,0,30,0,2,0,0,0,1,0,-0.2263,0.0,0.4,0.0,0.2,0.4
16277,0,3956,678,13517,0,0,41,0,3,0,4,0,1,0,0.765,0.0,0.44,0.11,0.22,0.22
15222,1,358,42,11,0,0,27,1,1,0,4,0,0,1,-0.3818,0.0,0.75,0.0,0.0,0.25
6284,0,356,225,7518,1,0,29,0,1,0,1,0,0,0,0.8795,0.0,0.33,0.5,0.0,0.17
17507,1,858,813,18136,0,0,43,0,2,0,0,0,0,0,0.4445,0.0,0.2,0.0,0.0,0.8
14894,0,337,83,192571,0,0,30,0,1,0,5,0,0,0,-0.9509,0.17,0.33,0.0,0.33,0.17
13673,0,954,307,17971,2,1,28,0,18,0,3,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0
9900,0,2246,2053,66877,0,0,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.5
5495,1,527,513,378,0,0,22,1,1,0,1,0,0,1,-0.5106,0.0,0.67,0.0,0.0,0.33
5291,0,2419,947,8644,0,0,23,0,1,1,2,0,0,0,-0.296,0.0,0.4,0.0,0.4,0.2
9600,0,70,9,2725,1,0,51,0,4,0,1,0,0,0,-0.8074,0.0,0.1,0.0,0.2,0.7
10037,1,1446,423,394,0,0,26,0,1,0,1,0,0,0,-0.6369,0.0,0.25,0.0,0.25,0.5
1798,0,187,345,44645,0,1,38,0,6,1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
