,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,favorite_count,retweet_count,contains_profanity,word_count,contains_gatewaypundit,mentions_count,hashtags_count,Caps_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis,contains_bad_words,contains_good_words,angry_level,fear_level,happy_level,sad_level,surprise_level
4043,0,1745,251329,10283,1,3,3,0,39,0,1,0,0,0,0,0,0,0,0,0.0567,0,1,0.14,0.57,0.0,0.0,0.29
7180,0,8822,8821,338361,0,4,3,0,43,0,2,0,1,0,1,0,0,0,0,-0.8316,0,0,0.0,0.4,0.0,0.4,0.2
14731,0,1817,85067,3620,1,87,25,0,35,0,2,1,4,0,0,0,0,0,0,-0.6808,0,1,0.0,0.33,0.17,0.33,0.17
5026,0,34164,31950,101845,0,0,1,0,29,0,14,0,4,0,0,0,0,0,0,-0.7783,0,1,0.0,1.0,0.0,0.0,0.0
9736,0,1337,442,51360,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0.6808,0,0,0.0,0.5,0.0,0.0,0.5
11975,0,1649,1025,1,0,0,0,0,45,0,1,1,1,0,0,0,0,0,1,-0.1027,0,0,0.0,0.5,0.0,0.3,0.2
6258,1,1205,586,24552,0,1,1,0,23,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0.0,0.33,0.0,0.0,0.67
4116,0,3817,3535,9593,0,0,0,0,21,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
11523,0,1415,8566,3048,1,14,2,0,33,0,1,0,0,0,0,0,1,0,0,-0.2023,0,1,0.2,0.6,0.0,0.2,0.0
447,0,2254,682,12736,0,0,0,0,40,0,14,0,3,0,0,0,0,0,0,-0.4898,0,0,0.0,0.6,0.0,0.2,0.2
16377,0,1545,11715,1261,1,3,1,0,44,0,1,0,2,0,0,0,1,0,0,-0.5267,0,0,0.0,0.57,0.14,0.0,0.29
9097,0,598,1707,6535,0,11,2,0,48,0,1,0,0,0,0,0,0,0,0,0.5819,0,0,0.0,0.25,0.25,0.25,0.25
7720,1,920,499,15327,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,-0.6705,0,0,0.0,0.5,0.17,0.17,0.17
16248,0,73,379,60142,0,0,0,0,27,0,17,3,6,0,0,0,1,0,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0
10011,1,380,108,5260,0,0,0,0,49,0,0,0,2,0,0,0,0,0,0,-0.1134,0,0,0.0,0.5,0.0,0.33,0.17
6133,0,12258,11394,106732,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,-0.4939,0,0,0.0,0.5,0.0,0.0,0.5
2252,0,1021,9614,5839,0,4,4,0,37,0,0,0,2,0,0,0,0,0,0,0.9153,0,0,0.0,0.4,0.6,0.0,0.0
7613,0,875,284,18053,0,0,0,0,49,0,8,0,4,0,0,0,0,0,0,0.409,0,1,0.0,0.67,0.33,0.0,0.0
16746,0,229,23,1162,0,1,1,0,33,0,3,3,2,0,1,0,0,0,0,-0.891,0,0,0.0,0.2,0.0,0.8,0.0
14096,0,15,0,1928,0,0,0,1,46,0,1,0,8,0,1,0,0,0,0,-0.8807,0,0,0.5,0.0,0.0,0.0,0.5
11018,0,1090,625,13542,0,10,0,0,37,0,2,0,1,0,1,0,0,0,0,-0.7096,0,0,0.0,0.6,0.2,0.2,0.0
10289,0,1831,1809,31296,0,1,1,0,25,0,0,0,2,0,0,0,0,0,0,0.3818,0,0,0.17,0.67,0.17,0.0,0.0
8686,0,960,4411,19,1,4,1,0,34,0,0,0,1,0,0,0,0,0,0,-0.7906,0,0,0.0,0.33,0.11,0.33,0.22
10594,0,7,4,630,0,0,0,0,29,0,4,1,4,0,0,0,0,0,0,-0.7506,0,0,0.0,0.4,0.0,0.4,0.2
16995,0,27,11,1702,0,0,0,0,43,0,5,0,0,0,1,0,0,0,0,-0.296,0,0,0.0,0.0,0.5,0.0,0.5
3222,0,993,369,7283,0,1,1,0,44,0,1,0,1,0,1,0,0,0,0,0.0,0,1,0.0,0.5,0.0,0.0,0.5
1358,1,12935,12807,96021,0,0,0,0,23,1,1,0,0,0,0,1,0,0,0,0.6003,0,0,0.0,0.0,0.25,0.0,0.75
3910,0,28265,25716,123872,0,2,0,0,37,0,0,0,1,0,0,0,0,0,0,-0.7964,0,0,0.0,0.29,0.0,0.29,0.43
2078,0,269,68,40223,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,-0.8176,0,0,0.0,0.2,0.0,0.4,0.4
16038,0,2756,1286,3768,0,0,0,0,28,0,6,0,0,0,0,0,1,0,0,-0.8481,0,0,0.0,0.25,0.0,0.75,0.0
17305,0,3487,1230,1343,0,0,0,0,21,0,1,0,0,0,1,0,0,0,0,-0.7184,0,0,0.33,0.33,0.0,0.0,0.33
13951,0,1486,13,8247,0,0,1,0,35,0,30,0,3,0,0,0,1,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0
7615,0,3757,2756,5475,0,16,8,0,47,0,0,0,1,0,0,0,0,0,0,-0.1779,0,0,0.0,0.5,0.0,0.17,0.33
2319,0,4025,4230,119319,0,1,0,0,31,0,0,3,1,0,0,0,0,0,0,-0.743,0,0,0.0,0.0,0.0,0.67,0.33
5760,0,369,170,35653,0,0,0,0,43,0,6,2,1,0,0,0,0,0,0,-0.5621,0,0,0.0,0.0,0.0,0.4,0.6
17197,0,8007,12662,805229,0,2,2,0,37,0,8,0,2,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
9593,0,808,34,4119,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0.3818,0,0,0.0,0.33,0.17,0.5,0.0
3233,0,83,101,522,0,0,0,0,25,0,1,1,0,0,0,0,1,0,0,-0.1027,0,0,0.0,0.75,0.0,0.0,0.25
10961,0,1005,1233,52667,0,2,0,0,31,0,1,0,0,0,0,0,0,0,0,-0.5267,0,0,0.0,0.25,0.0,0.75,0.0
16108,0,68,1,1,0,0,0,0,41,0,1,0,1,0,1,0,0,0,0,0.0,0,0,0.14,0.43,0.0,0.14,0.29
17510,0,601,309,12907,0,0,0,1,32,0,1,6,1,0,0,0,0,0,0,-0.743,0,0,0.0,0.14,0.14,0.14,0.57
7049,0,4262,676,3091,0,0,0,1,44,0,2,0,1,0,0,0,0,0,0,-0.9196,0,0,0.0,0.0,0.0,0.33,0.67
10712,0,4292,818,2229,0,0,0,0,49,0,4,0,0,0,0,0,1,0,0,-0.875,0,0,0.0,0.22,0.11,0.22,0.44
10268,0,328,275,39290,0,1,0,0,28,0,9,2,5,0,0,0,1,0,1,-0.7906,0,0,0.0,0.0,0.0,1.0,0.0
12213,0,939,669,15715,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,-0.7089,0,0,0.0,0.5,0.25,0.0,0.25
10423,1,520,285,3309,0,0,0,0,24,1,1,0,3,0,0,1,0,0,0,-0.5994,0,0,0.33,0.33,0.0,0.0,0.33
4447,0,778,344,2078,0,0,0,0,21,0,1,2,0,0,0,0,0,0,0,0.802,0,0,0.0,0.25,0.25,0.25,0.25
10391,0,1827,1015,71036,0,1,0,0,22,0,0,0,1,0,1,0,0,0,0,-0.1571,0,0,0.0,0.0,0.33,0.0,0.67
3394,1,1138,70152,5955,1,54,30,0,29,0,0,0,0,0,0,0,0,0,0,-0.2263,0,0,0.0,0.5,0.12,0.25,0.12
149,0,4822,31570,3291,1,189,40,0,40,0,0,0,0,0,0,0,0,0,0,-0.4939,0,0,0.0,0.29,0.14,0.29,0.29
6660,0,229,15,2801,0,0,0,0,39,0,1,0,1,0,0,0,0,0,0,-0.6124,0,0,0.0,0.0,0.0,0.0,1.0
94,0,8275,9401,84770,0,5,4,0,43,0,6,0,1,0,1,0,1,0,0,-0.7003,0,0,0.0,0.2,0.0,0.2,0.6
13408,0,1608,1457,129723,0,2,1,0,41,0,0,0,2,0,0,0,0,0,0,-0.4215,0,0,0.14,0.86,0.0,0.0,0.0
4028,0,1135,1136,89577,0,5,2,0,32,0,0,0,1,0,1,0,0,0,0,-0.4019,0,0,0.0,0.33,0.0,0.33,0.33
16813,0,26,49,3235,0,0,0,0,41,0,3,3,0,0,0,0,1,0,0,0.0,0,0,0.0,0.5,0.0,0.0,0.5
17183,0,2272,1050,22585,0,0,0,0,37,0,6,0,2,0,0,0,0,0,0,-0.3182,0,0,0.0,0.0,0.0,0.0,1.0
13128,0,36472,33222,32886,0,2,2,1,43,0,4,0,3,0,0,0,0,0,0,-0.5859,0,0,0.0,0.2,0.0,0.2,0.6
7772,0,376,9386,162,1,6,0,0,25,0,1,1,4,0,0,0,0,0,0,0.0,0,0,0.0,0.33,0.0,0.0,0.67
1496,0,897,2403,29721,0,0,0,0,21,0,1,0,1,0,0,0,0,0,0,0.5859,0,0,0.0,0.67,0.0,0.0,0.33
0,0,3822,1084,49451,0,0,0,0,38,0,4,0,0,0,0,0,0,0,0,0.3612,0,0,0.0,0.33,0.17,0.5,0.0
14068,0,181,28,678,0,0,0,0,38,0,3,0,1,0,0,0,0,0,0,-0.743,0,1,0.2,0.4,0.0,0.2,0.2
15144,1,347,153,291,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,-0.926,0,0,0.0,0.33,0.0,0.33,0.33
10959,0,2057,1173,18764,0,0,0,0,32,0,1,0,1,0,0,0,0,0,0,0.836,0,0,0.0,0.4,0.2,0.4,0.0
4609,1,4994,3618,69634,0,0,2,0,21,0,1,0,1,1,0,0,0,0,0,-0.1027,0,0,0.17,0.17,0.0,0.17,0.5
14076,0,933,5909,6210,1,7,2,0,34,0,4,3,2,0,0,0,1,0,0,-0.2023,0,1,0.67,0.0,0.0,0.0,0.33
7555,0,31148,32652,73579,0,1,0,0,37,0,0,1,0,0,0,0,0,0,0,-0.7783,0,0,0.0,0.2,0.0,0.4,0.4
3245,0,1043,1114,9710,0,0,0,0,35,0,1,2,27,0,0,0,0,0,0,-0.9201,0,1,0.0,0.6,0.0,0.2,0.2
7947,0,3524,2562,25840,0,0,0,0,45,0,3,0,2,0,0,0,0,0,0,-0.8779,0,0,0.0,0.75,0.0,0.0,0.25
3971,0,258,251,64373,0,0,0,0,23,0,3,2,1,0,1,0,0,0,0,-0.34,0,0,0.0,0.0,0.0,1.0,0.0
9371,0,11573,12403,20158,0,2,1,0,28,0,0,0,3,0,1,0,0,0,0,0.8074,0,0,0.0,0.0,0.0,1.0,0.0
17741,0,1047,786,18762,0,0,0,1,41,0,1,0,5,0,0,0,0,0,0,-0.872,0,1,0.0,0.2,0.0,0.2,0.6
13743,0,3095,1485,16801,0,0,0,0,25,0,0,0,12,0,0,0,0,0,0,-0.7845,0,0,0.0,0.17,0.0,0.5,0.33
17413,0,639,1196,3009,0,3,1,0,29,0,1,1,0,0,0,0,1,0,0,0.5859,0,0,0.0,0.5,0.0,0.5,0.0
3615,0,20289,20070,367079,0,130,32,0,25,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.33,0.0,0.33,0.33
7289,0,198,82,19,0,0,0,0,43,0,0,0,2,0,0,0,0,0,0,-0.8658,0,1,0.17,0.5,0.17,0.17,0.0
5194,0,266,12,55,0,0,0,0,29,0,1,1,1,0,0,0,1,0,0,0.5106,0,0,0.0,0.4,0.0,0.2,0.4
12203,0,268,44,3461,0,0,0,0,22,0,4,1,2,0,1,0,0,0,0,0.5106,0,1,0.0,0.0,0.33,0.33,0.33
15597,0,634,703,141515,0,2,0,0,32,0,0,0,0,0,1,0,0,0,0,0.1027,0,0,0.0,0.4,0.0,0.2,0.4
6735,0,50,19,147,0,0,0,0,29,0,2,0,7,0,0,0,0,0,0,-0.1779,0,0,0.0,0.11,0.0,0.33,0.56
3903,0,16598,15248,230791,0,0,0,0,40,0,5,1,4,0,0,0,0,0,0,-0.936,0,1,0.0,0.5,0.0,0.0,0.5
7554,0,31148,32652,73579,0,1,0,0,41,0,0,1,0,0,0,0,0,0,0,-0.4939,0,0,0.0,0.67,0.0,0.0,0.33
15244,0,0,14,244,0,0,0,0,22,0,1,0,4,0,0,0,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0,0.5
1634,0,81,6,11758,0,10,4,0,42,0,2,0,1,0,0,0,0,0,0,-0.0258,0,0,0.17,0.0,0.33,0.17,0.33
12558,0,33,5,34,0,1,0,1,37,0,7,0,6,0,0,0,0,0,0,-0.8979,0,0,0.0,0.0,0.33,0.33,0.33
4296,1,13446,12459,51252,0,1,2,0,31,1,1,0,2,0,0,1,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0,0.5
11813,0,983,29,153,0,0,0,0,36,0,4,0,6,0,0,0,1,0,0,-0.9054,0,1,0.0,0.33,0.0,0.0,0.67
3013,0,541,422,16154,0,0,0,0,33,0,1,1,1,0,0,0,0,0,0,-0.5106,0,0,0.0,0.2,0.0,0.2,0.6
1479,0,484,544,9321,0,1,1,0,33,0,0,0,1,0,0,0,0,0,0,0.4588,0,0,0.0,0.0,0.0,0.0,0.0
12530,0,647,407,4823,0,0,0,0,28,0,2,0,2,0,0,0,0,0,0,-0.128,0,0,0.33,0.33,0.0,0.0,0.33
4767,1,1033,244,4581,0,0,0,0,21,1,1,0,2,0,0,1,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0,0.5
1498,0,1726,1465,64242,0,0,1,0,24,0,2,0,1,0,0,0,0,0,0,-0.4215,0,0,0.0,0.2,0.0,0.6,0.2
14375,0,2134,1384,59967,0,8,2,1,27,0,0,0,1,0,0,0,0,0,0,-0.8779,0,0,0.0,0.5,0.12,0.25,0.12
9957,0,1840,404,7002,0,0,0,0,24,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0,0.5
5022,1,26,54,622,0,1,0,0,34,0,0,14,0,0,0,0,0,0,0,-0.4019,0,0,0.0,0.25,0.0,0.25,0.5
2145,1,442,153,2576,0,0,0,0,23,1,1,0,0,0,0,1,0,0,0,-0.3182,0,0,0.0,0.67,0.0,0.33,0.0
15891,0,103,24,11067,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
12094,0,394,1596,42525,0,0,0,0,36,0,2,1,0,0,0,0,1,0,0,-0.8225,0,0,0.0,0.33,0.0,0.33,0.33
2676,0,682,318,6131,0,0,0,1,45,0,2,0,1,0,1,0,0,0,0,-0.896,0,0,0.0,0.0,0.2,0.4,0.4
12451,0,23,4,344,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,-0.4767,0,0,0.0,0.0,0.0,0.4,0.6
17812,0,2215,2278,34966,0,0,0,1,41,0,1,0,0,0,0,0,0,0,0,-0.6486,0,0,0.0,0.17,0.0,0.5,0.33
13062,0,360,14,2498,0,0,0,0,37,0,12,0,6,0,0,0,1,0,0,-0.7003,0,0,0.0,0.0,0.0,0.0,1.0
16971,1,8313,7565,46260,0,0,0,0,27,0,0,2,4,0,0,0,0,0,0,-0.2023,0,1,0.0,0.67,0.0,0.33,0.0
14964,0,35,2,9,0,0,0,1,47,0,1,0,2,0,1,0,0,0,0,-0.9508,0,0,0.17,0.17,0.0,0.5,0.17
16691,0,784,326,24667,0,0,0,0,29,0,6,1,2,0,0,0,1,0,0,-0.7511,0,0,0.0,0.0,0.25,0.5,0.25
9440,1,131,13,20,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,-0.8779,0,0,0.0,0.0,0.0,0.0,0.0
4407,0,29,18,1871,0,0,0,0,25,0,2,0,1,0,0,0,0,0,0,0.0,0,0,0.2,0.2,0.0,0.2,0.4
7884,0,1206,281,1397,0,1,0,0,24,0,1,0,0,0,0,0,1,0,0,0.6369,0,0,0.0,0.0,0.5,0.0,0.5
7556,0,1622,1625,5057,0,5,1,0,20,0,1,0,3,0,0,0,1,0,0,0.7003,0,0,0.0,1.0,0.0,0.0,0.0
13831,0,4999,1147,7753,0,0,0,0,31,0,3,2,0,0,1,0,0,0,0,0.6597,0,0,0.0,0.0,0.33,0.0,0.67
6526,0,855,143,20674,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0.3818,0,1,0.5,0.0,0.5,0.0,0.0
8606,0,1757,652,18668,0,1,0,0,53,0,50,0,1,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
7717,1,51,24,2204,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,-0.891,0,0,0.0,0.75,0.25,0.0,0.0
12163,0,627,169,4144,0,0,0,0,35,0,7,3,2,0,0,0,0,0,0,-0.2732,0,0,0.5,0.5,0.0,0.0,0.0
6181,0,9383,9574,22471,0,0,1,0,40,0,5,0,6,0,0,0,0,0,0,-0.4939,0,0,0.0,0.2,0.0,0.4,0.4
17700,1,988,804,31691,0,0,0,0,52,0,29,0,3,0,0,1,0,0,0,-0.6908,0,1,0.0,0.5,0.25,0.25,0.0
3023,0,1390,623,21179,0,0,0,0,28,0,2,10,5,0,1,0,0,0,0,-0.6705,0,0,0.0,0.0,0.0,0.0,1.0
8370,0,2176,10824,1560,1,70,20,0,25,0,1,3,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0
10575,0,5237,5248,344243,0,1,0,0,46,0,2,0,1,0,0,0,0,0,0,-0.7964,0,0,0.0,0.8,0.0,0.2,0.0
17044,0,628,1050,60782,0,10,3,0,51,0,3,0,3,0,0,0,0,0,0,0.5994,0,0,0.0,0.5,0.25,0.0,0.25
6165,0,40,49,1827,0,0,0,0,33,0,8,0,3,0,0,0,1,0,0,-0.2263,0,0,0.0,0.33,0.0,0.5,0.17
6438,0,10663,9864,104099,0,7,0,0,38,0,6,0,1,0,0,0,0,0,0,-0.891,0,1,0.14,0.71,0.14,0.0,0.0
7998,0,773,240,901,0,1,1,0,39,0,1,0,0,0,1,0,0,0,0,-0.5994,0,0,0.0,0.8,0.0,0.0,0.2
14237,0,108,8,2488,0,0,0,0,24,0,3,0,1,0,0,0,0,0,0,-0.6486,0,0,0.0,0.5,0.0,0.25,0.25
8973,0,2375,1462,13110,0,1,0,0,38,0,2,0,2,0,0,0,0,0,0,-0.8313,0,0,0.0,0.0,0.0,0.67,0.33
14339,0,4258,9476,63039,0,127,9,0,47,0,3,0,7,0,0,0,0,0,0,0.8934,0,0,0.14,0.43,0.14,0.14,0.14
15783,0,5002,3838,40284,0,1,0,0,61,0,50,0,3,0,0,0,0,0,0,0.0772,0,1,0.0,0.67,0.0,0.33,0.0
15625,0,329,11,15224,0,0,0,0,34,0,12,0,7,0,0,0,1,0,0,0.4939,0,1,0.0,0.0,0.0,0.5,0.5
2202,0,4994,1977,67,0,0,0,0,39,0,4,0,3,0,0,0,0,0,0,-0.7717,0,0,0.0,0.33,0.0,0.33,0.33
11784,1,875,460,3405,0,3,0,0,24,1,1,0,3,0,0,1,0,0,0,-0.3818,0,0,0.0,0.0,0.0,0.0,1.0
7221,1,5326,4964,12093,0,0,2,0,26,0,5,0,6,0,0,0,1,0,0,-0.7184,0,0,0.0,0.25,0.0,0.5,0.25
3788,0,893,392,40646,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,-0.3818,0,0,0.33,0.0,0.0,0.0,0.67
2189,0,2069,2879,7197,0,2,1,0,40,0,1,0,3,0,1,0,1,0,0,-0.8271,0,0,0.0,0.17,0.0,0.67,0.17
12673,0,400,375,348,0,0,0,0,41,0,2,0,2,0,0,0,0,0,0,-0.7579,0,0,0.0,0.29,0.0,0.57,0.14
14225,0,1259,397,29150,0,2,0,0,45,0,2,0,5,0,0,0,0,0,0,-0.296,0,1,0.25,0.62,0.0,0.12,0.0
17207,0,85,25,357,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,-0.836,0,1,0.0,0.5,0.0,0.17,0.33
1639,0,5004,2756,113015,0,1,1,0,41,0,4,2,3,0,0,0,0,0,0,-0.8519,0,1,0.0,0.5,0.0,0.25,0.25
5948,0,18,1417,3796,0,0,0,0,43,0,0,0,2,0,0,0,0,0,0,0.2732,0,0,0.0,0.33,0.0,0.0,0.67
4176,0,1067,273,4389,0,0,0,1,27,0,9,2,12,0,0,0,0,0,0,-0.5106,0,0,0.0,0.0,0.0,1.0,0.0
8586,0,1085,18817,5569,0,4,0,0,36,0,1,0,1,0,0,0,1,0,0,-0.9571,0,0,0.0,0.33,0.0,0.5,0.17
12269,0,1362,426,14,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0,0.5
14381,0,70045,68802,65064,0,532,286,0,28,0,1,3,8,0,0,0,0,0,0,-0.5423,0,0,0.0,0.5,0.0,0.17,0.33
5746,1,5348,5376,18777,0,0,1,0,20,1,1,0,0,0,0,1,0,0,0,0.5994,0,0,0.0,0.2,0.2,0.0,0.6
4097,0,5002,2223,24161,0,1,0,0,28,0,2,0,1,0,1,0,0,0,0,-0.8348,0,0,0.17,0.33,0.17,0.17,0.17
9871,0,34,9,99,0,0,0,0,47,0,1,0,29,0,1,0,0,0,0,-0.9194,0,0,0.0,0.29,0.0,0.29,0.43
8156,0,523,151,6459,0,0,0,0,41,0,1,0,1,0,0,0,0,0,0,-0.5859,0,0,0.0,0.33,0.0,0.5,0.17
11014,0,2619,849,47496,0,0,1,0,26,0,0,1,0,0,0,0,0,0,0,-0.0956,0,0,0.0,0.4,0.0,0.2,0.4
4672,0,2678,21104,20827,1,3,0,0,25,0,2,5,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2266,0,762,436,7635,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.2,0.0,0.2,0.6
16899,0,10199,16143,220593,0,37,27,0,43,0,3,2,3,0,0,0,1,0,0,-0.4767,0,1,0.0,0.25,0.0,0.62,0.12
5321,0,38,4,719,0,0,0,0,41,0,4,0,4,0,0,0,0,0,0,-0.0772,0,1,0.0,0.25,0.25,0.25,0.25
3547,0,220,40,2200,0,0,0,0,42,0,2,1,2,0,0,0,0,0,0,-0.5667,0,0,0.0,0.5,0.17,0.17,0.17
1965,0,1717,1108,64808,0,1,0,0,28,0,0,14,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
3964,0,420,50,906,0,1,1,0,33,0,2,1,1,0,0,0,0,0,0,-0.6808,0,0,0.0,0.17,0.17,0.33,0.33
3919,0,0,0,1,0,0,0,0,28,0,10,0,14,0,0,0,1,0,0,-0.3425,0,1,0.25,0.5,0.0,0.25,0.0
10550,0,74,376,58616,0,0,0,0,32,0,17,5,9,0,0,0,1,0,0,-0.2263,0,0,0.0,0.67,0.0,0.0,0.33
2025,0,2644,2494,4431,0,0,0,0,37,0,1,0,1,0,0,0,0,0,0,0.9201,0,0,0.12,0.25,0.25,0.0,0.38
4844,0,1355,14268,10662,0,1,0,0,30,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.25,0.25,0.0,0.5
4978,0,4928,2591,226507,0,0,0,0,26,0,8,8,7,0,0,0,0,0,1,0.0,0,1,0.0,0.5,0.0,0.0,0.5
6679,0,375,777,50171,0,4,1,0,36,0,3,0,1,0,0,0,1,0,0,0.6369,0,0,0.2,0.0,0.4,0.4,0.0
1215,0,4999,325,15,0,0,1,0,29,0,12,6,3,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0.0,0.0,0.0
2602,1,14208,13892,8947,0,5,9,1,41,0,0,2,4,0,0,0,0,0,0,-0.8316,0,0,0.2,0.0,0.0,0.8,0.0
14896,0,43,4,415,0,0,0,0,32,0,0,3,1,0,1,0,0,0,1,-0.2263,0,0,0.0,0.12,0.0,0.38,0.5
4256,0,5494,251449,8668,1,59,41,0,29,0,0,0,0,0,0,0,0,0,0,0.2023,0,1,0.0,0.0,0.0,0.0,0.0
8744,0,203,31,4313,0,0,0,0,32,0,1,0,0,0,0,0,1,0,0,-0.7517,0,0,0.0,1.0,0.0,0.0,0.0
17389,0,333,131,10609,0,0,0,0,47,0,0,0,15,0,0,0,0,0,0,-0.3102,0,0,0.0,0.57,0.0,0.14,0.29
14866,1,4277,7153,31094,0,11,3,0,21,0,0,0,1,0,0,0,0,0,0,-0.8934,0,0,0.0,0.33,0.0,0.67,0.0
9613,0,4569,2817,34915,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0.34,0,0,0.25,0.5,0.0,0.0,0.25
16233,0,5601,5383,72595,0,0,0,0,33,0,2,0,1,0,0,0,0,0,0,-0.7184,0,0,0.0,0.43,0.0,0.29,0.29
4506,1,348,190,1733,0,0,0,0,22,1,1,0,1,0,0,1,0,0,0,0.5267,0,0,0.0,0.5,0.0,0.0,0.5
13220,0,5001,3375,49637,0,0,0,0,38,0,3,0,3,0,0,0,0,0,0,-0.6908,0,1,0.2,0.6,0.0,0.0,0.2
14503,0,1440,663,20633,0,0,0,0,22,0,2,0,1,0,1,0,0,0,0,-0.7351,0,1,0.5,0.5,0.0,0.0,0.0
2458,0,2615,1504,130137,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.75,0.0,0.25,0.0
13607,1,2345,1407,22668,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0.4404,0,0,0.0,0.38,0.0,0.25,0.38
12570,0,1619,99684,7536,1,41,8,0,27,0,0,0,0,0,0,0,0,0,0,0.7871,0,0,0.0,0.2,0.4,0.2,0.2
9919,0,2357,82,3017,0,0,0,0,23,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0,0.5
4721,0,614,7229,3532,0,1,0,0,43,0,1,3,1,0,1,0,0,0,0,-0.6249,0,0,0.0,0.25,0.0,0.5,0.25
16777,0,56701,56949,280577,0,1,0,0,22,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0,0.5
700,0,34531,33505,261839,0,2,2,0,24,0,0,0,0,0,0,0,0,0,0,-0.5892,0,0,0.0,0.33,0.0,0.33,0.33
10114,0,619,257,1070,0,0,0,0,22,0,1,3,2,0,0,0,0,0,1,0.0,0,1,0.33,0.0,0.0,0.0,0.67
17813,0,4802,64963,65731,1,9,2,0,47,0,1,0,0,0,0,0,1,0,0,-0.5859,0,0,0.0,0.33,0.33,0.0,0.33
16951,0,3,0,4,0,0,0,0,25,0,4,0,1,0,0,0,0,0,0,0.7783,0,0,0.0,0.33,0.67,0.0,0.0
1314,0,496,31447,13017,0,10,1,0,38,0,0,0,0,0,0,0,0,0,0,0.1779,0,1,0.12,0.38,0.0,0.25,0.25
3703,0,232,33,1729,0,0,0,0,35,0,2,4,1,0,0,0,1,0,0,0.6697,0,1,0.2,0.4,0.2,0.0,0.2
6301,0,2597,15339,91986,0,23,0,0,49,0,0,0,0,0,0,0,0,0,0,0.7841,0,0,0.0,0.33,0.33,0.17,0.17
4333,0,136,122484,1250,1,10,4,0,21,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.6,0.0,0.0,0.4
6987,0,100,56,5423,0,0,0,0,24,0,2,2,0,0,0,0,0,0,0,0.4588,0,1,0.0,0.0,0.33,0.0,0.67
12143,0,807,1971,11042,0,0,0,0,30,0,4,0,0,0,0,0,1,0,0,-0.6908,0,0,0.0,0.0,0.0,0.83,0.17
15706,0,926,576,19970,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,-0.6461,0,0,0.0,0.5,0.0,0.0,0.5
11570,0,86,95,12318,0,0,0,0,34,0,2,0,0,0,0,0,0,0,0,0.3309,0,1,0.0,0.75,0.0,0.25,0.0
13996,1,2608,10844,65203,0,1,1,0,31,1,1,0,3,0,0,1,0,0,0,-0.8126,0,0,0.0,0.5,0.5,0.0,0.0
3739,1,307,396,35418,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,-0.765,0,0,0.0,0.71,0.0,0.14,0.14
