,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,description,favorite_count,retweet_count,contains_profanity,word_count,url,mentions,hashtags,mentions_count,hashtags_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis,contains_bad_words,contains_good_words,angry_level,fear_level,happy_level,sad_level,surprise_level
16256,1,333,72,14621,0,trump inexplicable reckless decision vaccine cost thousand american life put u back line via nicolejames,0,0,0,25,www.politicalflare.com,['NicoleJames'],[],1,0,0,0,0,0,0,0,-0.4019,0,1,0.0,0.43,0.0,0.29,0.29
1900,0,592,343,42095,0,dirkdigglerga oh mocha issue know event 2018,0,0,0,25,www.businessinsider.com,['DirkDigglerGA'],[],1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
8885,0,19940,20009,23515,0,left inescapable conclusion republican leader humour trump complicit crime include attempt destroy democracy version follow order whats downside humor cnnbrk,4,0,0,40,www.washingtonpost.com,['cnnbrk'],['Trump'],1,1,0,0,0,0,0,0,-0.5859,0,1,0.0,0.25,0.0,0.5,0.25
12871,0,160,74,23,0,hope fly like biden harris know bidens foreign policy team good postopinions washingtonpost,0,0,0,24,www.washingtonpost.com,"['PostOpinions', 'washingtonpost']",[],2,0,0,0,0,0,0,0,0.8074,0,1,0.0,0.67,0.33,0.0,0.0
17346,0,1731,230,88187,0,via nytimes gop try away tool fed help credit liquidity force biden administration fail recover america economy deal gop steal fed power sustain u economy,0,0,0,46,www.nytimes.com,['NYTimes'],[],1,0,0,0,0,0,0,0,-0.34,0,1,0.18,0.36,0.0,0.0,0.45
4902,0,52,13,2043,0,putin funding gop campaign agbarr investigate putin oligarch campaign contribution senatemajldr 35m realdonaldtrump 10m lindseygrahamsc 800k vote4decency joebiden amymcgrathky harrisonjaime,0,0,0,32,www.dallasnews.com,"['senatemajldr', 'realDonaldTrump', 'LindseyGrahamSC', 'JoeBiden', 'AmyMcGrathKY', 'harrisonjaime']",['AGBARR'],6,1,0,0,0,1,0,0,0.0,0,1,0.0,1.0,0.0,0.0,0.0
15333,0,1061,702,25325,0,people feel shame theyre expose liar theyre see uninformed behavior thought cruel respect figure party condemn action etc trump,3,2,1,34,www.washingtonpost.com,[],[],0,0,0,0,0,0,0,0,-0.8225,0,1,0.0,0.17,0.17,0.33,0.33
6211,0,20895,19002,139229,0,u fighter jet intercept aircraft near another trumpsuperspreaderrally deploy signal flare expensive overdramatic falseflag display tyrantinchiefs impotent mightpathetic tyrannicaltrump dictatordonny superspreadertrump,1,1,0,28,www.cnn.com,[],"['TrumpSuperspreaderRally', 'FalseFlag', 'TyrantInChief', 'TyrannicalTrump', 'DictatorDonny', 'SuperspreaderTrump']",0,6,0,0,0,0,0,0,-0.128,0,1,0.33,0.0,0.0,0.33,0.33
17665,0,1508,1587,48038,0,time purge gop corrupt mobboss politician people need go prison corruptgop corruptandcomplicitgop,2,0,1,23,www.cnn.com,['GOP'],"['corruptGOP', 'CorruptAndComplicitGOP']",1,2,0,0,0,0,0,0,-0.5106,0,1,0.0,1.0,0.0,0.0,0.0
10288,1,164,48,4753,0,boom trump tweet report dominion delete 27 million trump vote nationwide data analysis find 221000 pennsylvania vote switch president trump biden via gatewaypundit,3,3,0,26,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,0.0,0,1,0.0,0.33,0.0,0.0,0.67
15072,1,664,334,6631,0,trump push medias attempt pit barr refuse back election fight via westjournalism,1,0,0,20,www.westernjournal.com,['WestJournalism'],[],1,0,0,0,0,0,0,0,-0.5859,0,1,0.0,0.2,0.0,0.6,0.2
16979,1,22734,25042,40203,0,joe biden hold parking lot rally ossoff warnock empty warehouse photo people guy get 81 million vote via gatewaypundit,2,0,0,29,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,-0.2023,0,1,0.0,0.67,0.0,0.33,0.0
7971,0,177,175,24028,0,pagop useless pimple trump nose complain even tho one run show like senategop trump call disenfranchise american voter tweet toothless via yahoo,0,0,0,41,news.yahoo.com,"['pagop', 'senATEgOP', 'Yahoo']",[],3,0,0,1,0,0,0,0,-0.6369,0,1,0.0,0.0,0.0,0.5,0.5
4877,1,344,199,2436,0,biden go shut oil industry uh would joe biden shock liberal moderator say shut oil industry video via gatewaypundit,0,0,0,32,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,-0.3818,0,1,0.4,0.2,0.0,0.0,0.4
17728,0,3142,1929,22111,0,tives1995 jmp2076 mikayesfiona 100 false plus newsmax fox retract claim system voter fraud guarantee wont hear say dominion fraud sentence,1,0,0,34,www.usnews.com,"['TIves1995', 'jmp2076', 'MikayesFiona']",[],3,0,0,0,0,0,0,0,-0.743,0,1,0.0,0.4,0.0,0.2,0.4
15680,0,328,183,396,0,dec 14 2020 anniversary 40 day great flood noah day american face great decision trump election attack end,0,0,0,29,www.wired.com,[],[],0,0,0,0,0,0,0,0,0.7269,0,1,0.0,0.17,0.67,0.0,0.17
13706,0,0,1,354,0,johndoran27 biden202012 realdonaldtrump joebiden know grump family start resemble greek tragedy save grump nonsensical contradictory rant insanity defense criminal trial grump impeach lose election 2020 indict 2021,0,0,0,45,www.usnews.com,"['johndoran27', 'Biden202012', 'realDonaldTrump', 'JoeBiden']",[],4,0,0,0,0,0,0,0,-0.936,0,1,0.11,0.22,0.0,0.56,0.11
12511,0,1560,206,12146,0,gop gopleader r support fascism dictator really tough trump say would go back forth fell love really write beautiful letter great letter fell love continued,4,2,0,50,www.google.com,"['GOP', 'GOPLeader']",[],2,0,0,0,0,0,0,0,0.9617,0,1,0.15,0.23,0.31,0.0,0.31
541,0,345,150,22992,0,via nytimes mr trump displeased performance accord adviser contrary elate debate saw successful out accord three people close campaign,0,0,0,44,www.nytimes.com,['NYTimes'],[],1,0,0,0,0,0,0,0,0.2263,0,1,0.0,0.0,0.5,0.25,0.25
12260,0,5,31,0,0,individual1 2018 indictment allege cohenpaid danielsfor benefit individual1 prosecutorsseem picked upexamining trump finance new york state law say falsify business record furtherance illegal act felony,0,0,0,37,www.nbcnews.com,[],[],0,0,0,0,0,0,0,0,-0.7964,0,1,0.0,0.43,0.0,0.14,0.43
17580,0,3704,2194,2645,0,senate candidate duel georgia race gop voter anger persists presidential election new york time,0,0,0,20,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.5719,0,1,0.0,0.5,0.0,0.5,0.0
17868,0,404,327,14870,0,jim_jordan mattgaetz markmeadows rest gop line pocket wont help struggle american house fails pas measure increase stimulus check 2000,0,0,0,35,www.cnn.com,"['Jim_Jordan', 'mattgaetz', 'MarkMeadows', 'GOP']",[],4,0,0,0,0,0,0,0,-0.2013,0,1,0.0,0.5,0.0,0.0,0.5
12808,0,3294,12166,3995,0,lame duck president donald trump address live turkey journalist avoid elephant room failure concede defeat joe biden,0,0,0,31,news.yahoo.com,[],[],0,0,0,1,0,0,0,0,-0.8834,0,1,0.0,0.25,0.0,0.5,0.25
6658,0,270,170,6971,0,mr biden pledge immediately halt wall construction remain mexico program force ten thousand migrant wait mexico court hearing asylum claimsvia nytimes,0,0,0,37,www.nytimes.com,['NYTimes'],[],1,0,0,0,0,0,0,0,0.0,0,1,0.14,0.71,0.0,0.0,0.14
2678,0,0,0,1,0,realdonaldtrump gopchairwoman gop thedemocrats speakerpelosi nytimes washingtonpost cnn joebiden whitehouse senmikelee gopchairwoman country know 2 stupid american follow stupid trump germany 1939,0,0,1,28,www.cnn.com,"['realDonaldTrump', 'GOPChairwoman', 'GOP', 'TheDemocrats', 'SpeakerPelosi', 'nytimes', 'washingtonpost', 'CNN', 'JoeBiden', 'WhiteHouse', 'SenMikeLee', 'GOPChairwoman']",[],12,0,0,0,0,1,0,0,-0.7783,0,1,0.0,0.0,0.0,0.0,1.0
14590,0,2061,713,34409,0,dear potus long day here story may miss may lighten mood netflix amp barackobama film michael lewis brilliant narrative trump administration botch presidential transition fifth risk,2,1,0,40,www.insider.com,"['POTUS', 'netflix', 'BarackObama']",[],3,0,0,0,0,0,0,0,0.5719,0,1,0.09,0.27,0.18,0.27,0.18
14671,0,17812,16726,77559,0,trump incompetent moron hopefully justice world trp b serve major time 4 crimesstealing call university multiple rape ny get dnaget warrant 1212021 justice must b serve,4,2,0,46,www.aol.com,[],[],0,0,0,0,0,0,0,0,-0.3612,0,1,0.0,0.67,0.0,0.0,0.33
17807,0,28958,44568,161578,1,trump votoed defence spending bill reason vindictively hate twitter flag false tweet hate senatemajldr mcconnell congratulate joebiden hate gop member dont fight,210,49,1,38,www.washingtonpost.com,"['senatemajldr', 'JoeBiden', 'GOP']",[],3,0,0,0,0,1,0,0,-0.7443,0,1,0.11,0.0,0.11,0.67,0.11
2728,0,27,16,2498,0,realdonaldtrump well apparently cagop promote ballot harvest place fake drop box around state surprised sadden gop allow,0,0,0,27,www.nytimes.com,"['realDonaldTrump', 'CAGOP', 'GOP']",[],3,0,0,0,0,0,0,0,-0.3182,0,1,0.0,0.25,0.0,0.5,0.25
9074,1,204,157,788,0,guy see populist press new drudge best news site ive found steve bannon post,2,0,0,22,populist.press,[],[],0,0,1,0,0,0,0,0,0.6369,0,1,0.0,0.5,0.0,0.0,0.5
12762,0,5,0,0,0,gtconway3d realdonaldtrump urgent must read 3 democratic senator lose seat illegal ghost vote election must redone immediately 3 senate seat democrat control,0,0,0,34,www.cnn.com,"['gtconway3d', 'realDonaldTrump']",[],2,0,0,0,0,0,0,0,-0.7783,0,1,0.0,0.0,0.0,1.0,0.0
13019,0,5732,5229,91659,0,many come bar restaurant atlanta since state stricter protocol place govkemp defies science medicine run world busiest airport host superspreaderevents gop good luck u,0,0,0,41,www.ajc.com,"['GovKemp', 'GOP']",['SuperSpreaderEvents'],2,1,0,0,0,0,0,0,0.7096,0,1,0.0,0.4,0.4,0.2,0.0
12234,0,198,87,6471,0,democrat open question electoral process allegation russian interference 2016 analysis republican choice people trump president try subvert election result,0,0,0,41,www.chicagotribune.com,[],[],0,0,0,0,0,0,0,0,0.0,0,1,0.2,0.6,0.0,0.0,0.2
10162,0,1136,687,104039,0,realdonaldtrump petehegseth seanhannity fact check prof realdonaldtrump fabricate election corruption need grift supporter long possible sad,1,1,0,32,apnews.com,"['realDonaldTrump', 'PeteHegseth', 'seanhannity', 'realDonaldTrump']",[],4,0,0,1,0,0,0,0,-0.25,0,1,0.0,0.33,0.0,0.33,0.33
3288,0,1130,1062,16015,0,penalty death casualty criminal behavior member gop whose complicit malicious intent begin crisis charge toolike gop official refuse wear mask plane,0,0,0,43,news.yahoo.com,"['GOP', 'GOP']",[],2,0,0,1,0,0,0,0,-0.9638,0,1,0.11,0.22,0.11,0.44,0.11
9342,0,6118,6149,63556,0,republican muzzle anger trump pentagon cull afraid antagonize imperils georgia runoff spineless gop stand bully afraid vote afraid history,0,0,0,32,www.washingtonpost.com,['GOP'],[],1,0,0,0,0,0,0,0,-0.872,0,1,0.0,0.75,0.0,0.12,0.12
17368,0,3205,1268,31629,0,realdonaldtrump suggest chief justice john robert frighten 126 housegop republican agree help trump push frivolous lawsuit scotus attack democracy note trump history business failure lose investor money lie fam46,0,1,0,39,thehill.com,"['realDonaldTrump', 'HouseGOP']","['SCOTUS', 'Democracy', 'business', 'investors', 'FAM46']",2,5,0,1,0,0,0,0,-0.5859,0,1,0.0,0.55,0.0,0.18,0.27
9363,0,1028,615,50728,0,mrsrdc1 jayvanorman laurabythesea58 turntablekittah rickcrainium mjams952 charzdesigns richardbrainium montchelle66 patcarr12856 khenry657 lakeside2002 ruschts dawnz01 kiradiju therealdinobob ralphs24381648 cyndevita ccastlex23 jskielb3 denise_snively yours917 antheiamystic americanrose8 starlady24 11luv777god ms_kux usamomutah grace455610561 suavesockmonkey yukonjackwally therealjonadams sportsmomma2020 texaskelgirl annstory16 sunshinedreame6 mouse458 elizabethqe20 doodlestrks peljswife apri1nparis beemuffy jkash000 4annegs m31846082 murphtoday surfagogo karriefleetwood drlaura2th youtube good article graham allison discuss various election scenario could play next couple month compete elector senate house etc,3,3,0,77,nationalinterest.org,"['mrsrdc1', 'JayVanOrman', 'LauraByTheSea58', 'TurntableKittah', 'RickCrainium', 'mjams952', 'charzdesigns', 'RichardBrainium', 'Montchelle66', 'PatCarr12856', 'khenry657', 'Lakeside2002', 'RuschTs', 'dawnz01', 'Kiradiju', 'TheRealDinoBob', 'RalphS24381648', 'CyndeVita', 'ccastlex23', 'jskielb3', 'denise_snively', 'yours917', 'AntheiaMystic', 'AmericanRose8', 'starlady24', '11luv777God', 'ms_kux', 'USAMomUtah', 'Grace455610561', 'SuaveSockMonkey', 'YukonJackWally', 'TheRealJonAdams', 'Sportsmomma2020', 'TexasKelGirl', 'AnnStory16', 'SunshineDreame6', 'mouse458', 'ElizabethQE20', 'DoodlesTrks', 'peljswife', 'Apri1nParis', 'BeeMuffy', 'JKash000', '4annegs', 'M31846082', 'murphtoday', 'surfagogo', 'KarrieFleetwood', 'DrLaura2th', 'YouTube']",[],50,0,0,1,0,0,0,0,0.6486,0,1,0.0,0.5,0.5,0.0,0.0
7051,0,4262,676,2982,0,steve_vladeck texastribabby texastribune really go vote fake president condones violence call law order hell country go america banana republic,2,0,0,45,www.usatoday.com,"['steve_vladeck', 'TexasTribAbby', 'TexasTribune']",[],3,0,0,0,0,0,0,0,-0.9196,0,1,0.0,0.0,0.0,0.33,0.67
1446,0,520,102,18960,0,american say kamalaharris best job vpdebate wednesday night accord cnn instant poll register voter watch 6 10 59 say harris 38 say vice president mike penny well night,0,0,0,46,www.cnn.com,[],"['KamalaHarris', 'VPdebate']",0,2,0,0,0,0,0,0,0.743,0,1,0.0,0.17,0.0,0.0,0.83
11448,0,429,63,369,0,nrwp member across nation understand amp patient youre deeply appreciate prepare get next four year unscathed muster face reality essential future rightwing victory,0,0,0,38,www.politico.com,[],"['NRWP', 'RightWing']",0,2,0,0,0,0,0,0,0.4576,0,1,0.0,0.0,0.5,0.5,0.0
6732,0,1748,770,1499,0,aryan master adolf hitler concedes bad criminal human history title via noamchomsky white supremacist trump didnt think anyone could go much low say adolf,1,0,0,30,www.newyorker.com,[],['NoamChomsky'],0,1,0,0,0,0,0,0,-0.8176,0,1,0.0,0.33,0.0,0.33,0.33
2838,0,7274,6647,70442,0,arm white supremacist group say show polling site election day expert afraid mainly intimidate nonwhite voter domesticterrorists trumpterrorism votersuppression via businessinsider,1,0,0,34,www.businessinsider.com,['businessinsider'],"['DomesticTerrorists', 'TrumpTerrorism', 'VoterSuppression']",1,3,0,0,0,0,0,0,-0.0772,0,1,0.0,0.29,0.14,0.14,0.43
7518,0,300,423,39277,0,look suthutitut repubs try pull world go crazy gop federal judge reject texas republican bid toss 127000 drivethru ballot via nbcnews,0,0,0,30,www.nbcnews.com,"['GOP', 'nbcnews']",[],2,0,0,0,0,0,0,0,-0.6249,0,1,0.0,0.5,0.0,0.5,0.0
7288,0,139,142,1247,0,fear palpable gop action deplorable pathetic shameful cowardly mention unamerican texas supreme court reject republicanled effort throw nearly 127000 harris county vote via texastribune,0,0,0,36,www.texastribune.org,"['gop', 'TexasTribune']",[],2,0,0,0,0,1,0,0,-0.8957,0,1,0.14,0.43,0.0,0.43,0.0
9521,0,1189,238,271966,0,jared kushner ivanka trump move kid new school parent complain couple follow coronavirus protocol report say,0,0,0,25,news.yahoo.com,[],[],0,0,0,1,0,0,0,0,-0.3612,0,1,0.0,0.2,0.2,0.2,0.4
11949,0,733,107,713,0,rbreich middleman2020 million havent increase lifestyle trump fan promise paid propaganda hitler target jew denomic enemy trump grab anything attack rational think even potentially fatal illness,0,0,0,43,www.nytimes.com,"['RBReich', 'middleman2020']",[],2,0,0,0,0,0,0,0,-0.9034,0,1,0.0,0.2,0.0,0.2,0.6
9061,1,20866,20830,59927,0,break project veritas release shock recording federal agent try intimidate usps whistleblower recant election fraud claim meantime protect blatant liar federal agent hell,5,5,1,38,www.thegatewaypundit.com,[],[],0,0,0,0,0,0,0,0,-0.926,0,1,0.0,0.17,0.17,0.0,0.67
1052,0,923,258,4579,0,team trump doesnt extent negligence know people infect team trump may spread virus unknowingly criminal,0,0,0,26,www.businessinsider.com,[],[],0,0,0,0,0,0,0,0,-0.5267,0,1,0.0,0.5,0.0,0.17,0.33
75,1,690,1792,84177,0,trump decent counterpuncher he poor conspirator he seldom cynical enough low foe would go,2,0,0,26,www.takimag.com,[],[],0,0,0,0,0,0,0,0,-0.4592,0,1,0.0,0.4,0.0,0.2,0.4
6779,0,915,164,26247,0,ballroom candle luxury cottage realdonaldtrumps term million government gop dollar flow trump property washingtonpost,0,0,0,26,www.washingtonpost.com,"['realDonaldTrump', 'GOP', 'Trump', 'washingtonpost']","['Ballrooms', 'luxury', 'millions']",4,3,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0
826,0,718,3583,8238,0,trump endorse killing u street violent hate group make sure tame keyboard tweet feeling trumphascovid twitter warns suspend user publicly hope trump death verge,9,6,0,43,www.theverge.com,[],['TrumpHasCovid'],0,1,0,0,0,0,0,0,-0.9118,0,1,0.0,0.36,0.0,0.29,0.36
1530,0,4751,3305,7292,0,left operates pull thing right ass twist reword sell gospel demented turd fondly manipulate sad vice presidential debate kamala harris dishonesty abe lincoln national review,0,1,0,44,www.nationalreview.com,[],[],0,0,0,0,0,0,0,0,-0.5719,0,1,0.17,0.17,0.33,0.17,0.17
9723,0,11,1,481,0,beyond desperate point remember embarrassment person especially way go,0,0,0,31,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.6369,0,1,0.0,0.33,0.0,0.33,0.33
14482,0,0,1,389,0,spaina7mad frankamari2 realdonaldtrump gop know grump family start resemble greek tragedy save grump nonsensical contradictory rant insanity defense criminal trial grump impeach lose election 2020 indict 2021,0,0,0,45,www.usnews.com,"['SpainA7mad', 'FrankAmari2', 'realDonaldTrump', 'GOP']",[],4,0,0,0,0,0,0,0,-0.936,0,1,0.11,0.22,0.0,0.56,0.11
15598,0,599,1023,12600,0,widespread fraud realdonaldtrump amp nonstop lie barackobama hillaryclinton pull gop amp trump supporter would call jail time amp constitutional amendment attack democracy,1,1,1,42,www.cnn.com,"['realDonaldTrump', 'BarackObama', 'HillaryClinton', 'GOP']",[],4,0,0,0,0,0,0,0,-0.7003,0,1,0.0,0.5,0.0,0.0,0.5
10942,0,1633,6848,149,1,proud vote today reelect strong housegop leadership team lead gopleader kevinomccarthy house republican deliver american next two year earn majority 2022 nmpol nm02,51,7,0,36,apnews.com,"['HouseGOP', 'GOPLeader', 'kevinomccarthy']","['nmpol', 'nm02']",3,2,0,1,0,0,0,0,0.7506,0,1,0.0,0.0,1.0,0.0,0.0
13754,0,434,216,31665,0,_saltycrystal pretty easy see senator lie report back oct official data sec state,0,0,0,30,apnews.com,['_saltycrystal'],[],1,0,0,1,0,0,0,0,0.7269,0,1,0.0,0.0,0.5,0.5,0.0
6761,1,13381,12425,51257,0,joe biden get angry call minnesota trump supporter ugly honk horn drown speech video via gatewaypundit,0,0,0,21,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,-0.8481,0,1,0.33,0.0,0.0,0.33,0.33
3783,0,1032,733,31091,0,richie4561 larrainewright1 trump fail every major policy promise make responsible bad c19 death toll world probably deny climate change likely moon landing 911 terror event loon always lose,0,0,0,50,www.nytimes.com,"['richie4561', 'LarraineWright1']",[],2,0,0,0,0,0,0,0,-0.9413,0,1,0.0,0.5,0.0,0.43,0.07
11341,0,3973,20515,1526,0,justice department place strong focus china even develop law enforcement effort call china initiative work mirror trump emphasis likely proceed even leaf office here,5,0,0,45,apnews.com,[],[],0,0,0,1,0,0,0,0,0.7717,0,1,0.0,0.67,0.11,0.0,0.22
2387,0,1239,1187,37721,0,abby7708 thenewredparty the_nashbelle barbaradawkin16 voices4seniors nygovcuomo obama wasnt sociopathic liar day confidence public institution putin must happy puppet trump destroy u within,0,0,0,38,www.washingtonpost.com,"['Abby7708', 'thenewredparty', 'the_nashbelle', 'BarbaraDawkin16', 'Voices4Seniors', 'NYGovCuomo']",[],6,0,0,0,0,0,0,0,0.7353,0,1,0.0,0.5,0.33,0.0,0.17
2462,1,12032,11437,26830,0,joke justin biebers wife endorse biden world mental health day cant make stuff,1,0,0,30,www.dailymail.co.uk,[],[],0,0,0,0,0,0,0,0,0.5423,0,1,0.25,0.0,0.5,0.25,0.0
9814,0,0,1,2,0,realdonaldtrump gop gopchairwoman thedemocrats nytimes washingtonpost foxnation joebiden foxnews gopchairwoman crap make gop hat ron work hard restore ur disgraceful,1,0,0,36,www.cnn.com,"['realDonaldTrump', 'GOP', 'GOPChairwoman', 'TheDemocrats', 'nytimes', 'washingtonpost', 'foxnation', 'JoeBiden', 'FoxNews', 'GOPChairwoman']",[],10,0,0,0,0,1,0,0,-0.2023,0,1,0.2,0.2,0.0,0.4,0.2
15600,0,33,1,2,0,lara trump hit cold hard truth late realitydenying election claim via yahoo another idiot trump family maybe covid,0,0,0,30,ca.news.yahoo.com,['Yahoo'],[],1,0,0,1,0,0,0,0,-0.34,0,1,0.25,0.0,0.0,0.12,0.62
16388,0,2001,1821,92878,0,cant even find specific fake tweet prove wrong thing far come close tweet fact check trump bogus claim vote detroit people stop false witness potus gop via nbcnews,0,0,0,51,www.nbcnews.com,"['POTUS', 'GOP', 'nbcnews']",[],3,0,0,0,0,0,0,0,-0.8126,0,1,0.0,0.29,0.14,0.14,0.43
12248,0,222,192,11725,0,billingsdavid hascdemocrats speakerpelosi senschumer housedemocrats senatedems joebiden senkamalaharris start mouthpiece military branch short answer questionable official believe abc really put question well detail pretty without say call fake know hate 12,1,1,0,55,www.nytimes.com,"['BillingsDavid', 'HASCDemocrats', 'SpeakerPelosi', 'SenSchumer', 'HouseDemocrats', 'SenateDems', 'JoeBiden', 'SenKamalaHarris']",[],8,0,0,0,0,0,0,0,0.2999,0,1,0.1,0.3,0.1,0.3,0.2
945,0,985,4314,24829,1,week make good bad june week trump tulsa rally john bolton book lol remember covid spike 14 state bunch bad stuff look like peanut,1,1,0,38,www.businessinsider.com,[],[],0,0,0,0,0,0,0,0,0.0516,0,1,0.12,0.12,0.12,0.5,0.12
15605,0,609,32,462,0,approach play thats catastrophe always come drjeffreywilson peterbakernyts excellent piece,1,0,0,20,www.nytimes.com,"['DrJeffreyWilson', 'peterbakernyt']",[],2,0,0,0,0,0,0,0,0.1779,0,1,0.0,0.25,0.25,0.5,0.0
5852,0,173,44,150,0,realdonaldtrump gop vp good try pathological liar biden address george lopez stupid as damn work stop attack people oh wait dont know dumptrump dumptrump2020 oneweek trumpisaloser trumpmeltdown,0,0,1,39,www.washingtonpost.com,"['realDonaldTrump', 'GOP', 'VP']","['dumptrump', 'DumpTrump2020', 'OneWeek', 'TrumpIsALoser', 'TrumpMeltdown']",3,5,0,0,0,0,0,0,-0.8957,0,1,0.0,0.33,0.33,0.0,0.33
17269,0,101,55,6867,0,january212017 rncresearch antrim republican county clerk make mistake machine audit show machine correct hear sorry really stupid gop migop,0,0,0,40,www.freep.com,"['january212017', 'RNCResearch', 'GOP', 'MIGOP']",[],4,0,0,0,0,0,0,0,-0.7501,0,1,0.0,0.4,0.0,0.4,0.2
7112,0,4782,2093,192050,0,election distractor new york time may best thing nytimes ever do apart recent trump tax compendium thedaily amp sway well food app vote vote breathe,1,0,0,47,www.nytimes.com,['nytimes'],"['TheDaily', 'Sway', 'Vote', 'VOTE', 'Breathe']",1,5,0,0,0,1,0,0,0.743,0,1,0.0,0.33,0.0,0.0,0.67
10917,0,189,318,132,0,libertybell444 6abc stopwhining215 tonybrunoshow phillytalk forzacorrado clever way keep away people look voter fraud local still stop fraud there simple process 3 people claim voter fraud merely pony 50 dollar piece go court,1,0,0,52,apnews.com,"['LibertyBell444', '6abc', 'stopwhining215', 'TonyBrunoShow', 'PhillyTalk', 'ForzaCorrado']",[],6,0,0,1,0,0,0,0,-0.891,0,1,0.25,0.5,0.0,0.0,0.25
15396,0,97,14,2240,0,trump order plant story medium terrible treatment trump receive hand cnbc fail,0,0,0,29,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.5267,0,1,0.0,0.25,0.0,0.0,0.75
4373,1,2579,2553,11003,0,report explicit photo minor hunter bidens laptop relative photo via gatewaypundit,0,0,0,27,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,0.0,0,1,0.0,1.0,0.0,0.0,0.0
3967,0,127,80,2625,0,rolandsmartin johnjamesmi gop garypeters guess he proudly show betsy devos give,289,177,0,21,news.yahoo.com,"['rolandsmartin', 'JohnJamesMI', 'GOP', 'GaryPeters']",[],4,0,0,1,0,0,0,0,0.5574,0,1,0.0,0.33,0.33,0.0,0.33
2872,0,4533,4847,24761,0,embarrass trumpi go say immune walk audience walk amp kiss everyone audience kiss guy amp beautiful woman give big fat kiss,1,1,1,47,www.irishtimes.com,[],[],0,0,0,0,0,0,0,0,0.9062,0,1,0.0,0.4,0.4,0.0,0.2
1115,0,2713,1332,109093,0,president tax maga2020 youve con criminal enterprise con realdonaldtrump whitehouse presssec ivankatrump gopchairwoman senatemajldr gopleader gopchairwoman gop senategop housegop trumptaxreturns,0,0,0,31,www.nytimes.com,"['realDonaldTrump', 'WhiteHouse', 'PressSec', 'IvankaTrump', 'GOPChairwoman', 'senatemajldr', 'GOPLeader', 'GOPChairwoman', 'GOP', 'SenateGOP', 'HouseGOP']","['MAGA', 'MAGA2020', 'TrumpTaxReturns']",11,3,0,0,0,1,0,0,-0.5267,0,1,0.0,0.5,0.0,0.5,0.0
4218,0,1563,223,1493,0,lamphieryeg cnnpolitics cbcpolitics globepolitics torontostar globalnews ctvnews daily reminder gary spread bullshit misinformation embarrass false author didnt put story,1,0,1,31,nymag.com,"['lamphieryeg', 'CNNPolitics', 'CBCPolitics', 'globepolitics', 'TorontoStar', 'globalnews', 'CTVNews']",[],7,0,0,1,0,0,0,0,-0.8074,0,1,0.0,0.75,0.0,0.25,0.0
5688,0,247,228,2764,0,trump everything fine pandemic big deal anyone say otherwise lie horrific situation trump last week election he actively try make bad trumpgenocide,14,14,0,47,www.washingtonpost.com,[],"['Trump', 'Trump', 'TrumpGenocide']",0,3,0,0,0,0,0,0,-0.7003,0,1,0.0,0.11,0.11,0.33,0.44
7425,0,67,31,3552,0,gop dirtbags dont trump gop run country theyre liar thief criminal organization senategop housegop video alter make look like biden greet wrong state via yahoo,0,0,0,43,news.yahoo.com,"['SenateGOP', 'HouseGOP', 'Yahoo']",[],3,0,0,1,0,0,0,0,-0.8555,0,1,0.0,0.0,0.0,0.75,0.25
