,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,favorite_count,retweet_count,contains_profanity,word_count,mentions_count,hashtags_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis
2446,0,456,7647,1865,1,1,0,0,20,0,0,0,0,0,0,0,0,0.0
11192,0,1315,973,41329,0,0,0,1,25,2,0,0,1,0,0,0,0,-0.886
2439,1,1066,380,18594,0,0,0,0,20,1,0,0,0,1,0,0,0,-0.8779
7982,0,1226,146,57721,0,0,0,0,23,0,0,0,0,0,0,0,0,-0.1779
7035,0,1455,188,12156,0,1,0,0,36,2,0,0,0,0,0,0,0,-0.3182
15083,0,915,199,36431,0,0,0,0,37,0,0,0,0,0,0,0,0,-0.8316
281,1,706,517,15911,0,0,1,0,36,5,1,0,0,0,0,0,0,-0.4019
11815,0,3618,3870,57699,0,0,0,0,27,3,0,0,0,0,0,0,0,0.4404
7924,0,9140,56475,3582,0,29,16,0,38,1,0,0,0,0,1,0,0,0.7351
1290,0,39,44,1827,0,0,0,0,30,8,1,0,0,0,1,0,0,-0.9118
17165,0,2121,2133,7875,0,0,0,0,29,5,2,0,0,0,1,0,0,-0.6908
9837,0,15,0,0,0,0,0,0,21,1,0,0,1,0,0,0,0,-0.6808
12007,0,103,99,1578,0,1,0,0,44,1,3,0,1,0,0,0,0,0.8074
17412,0,12939,17563,10167,0,0,1,0,32,1,0,0,0,0,0,0,0,-0.296
14708,0,161,66,1881,0,0,0,0,23,3,0,0,0,0,0,0,0,0.0
5983,1,579,176,10,0,0,0,0,29,1,0,0,0,1,0,0,0,-0.666
4254,1,75,235,1261,0,2,1,0,26,1,0,0,0,1,0,0,0,0.0
8187,0,900,281,59750,0,1,0,1,36,1,1,0,0,0,0,0,0,-0.9062
7235,0,2601,1784,136320,0,0,0,0,46,4,0,0,0,0,0,0,0,0.0516
9338,0,34038,31847,102207,0,1,0,0,23,20,0,0,0,0,0,0,0,0.0
12547,1,4,8,188,0,0,0,0,35,6,0,0,0,0,0,0,0,-0.8481
11210,1,141,72,4196,0,2,1,0,28,1,0,0,0,1,0,0,0,-0.3818
3545,0,16329,16390,113639,0,1,0,0,32,1,0,0,0,0,0,0,0,-0.7783
12701,0,240,37,7506,0,0,0,0,35,1,0,0,1,0,0,0,0,-0.3182
10873,0,1760,226,5998,0,1,0,0,45,3,0,0,0,0,0,0,0,0.7783
15358,1,2442,1675,774,0,0,0,0,27,1,0,0,0,0,0,0,0,0.0
1369,1,2549,2573,45665,0,2,0,0,31,1,0,0,0,1,0,0,0,-0.5267
14818,1,18,126,1149,0,1,1,0,22,1,1,0,0,1,0,0,0,0.0
10777,0,163,4,1376,0,0,0,0,30,1,0,0,0,0,0,0,0,-0.296
16996,0,27,11,1702,0,0,0,1,37,5,0,0,1,0,0,0,0,-0.9001
4085,0,71,39,47863,0,0,0,0,21,0,0,0,0,0,0,0,0,-0.5106
12107,0,394,1596,42525,0,1,0,0,36,2,1,0,0,0,1,0,0,-0.8225
1726,0,4386,2898,9181,0,0,0,0,31,1,0,0,1,0,0,0,0,-0.0516
2357,0,859,700,18665,0,1,1,0,25,4,3,0,0,0,1,0,0,0.0
3395,0,2857,57599,194623,1,76,27,0,44,0,0,0,0,0,0,0,0,-0.6808
11040,0,3467,3510,6030,0,3,1,0,25,1,0,0,0,0,0,0,0,-0.4767
7741,0,1530,2238,14924,0,0,0,0,22,0,0,0,0,0,0,0,0,0.128
7406,0,795,643,2057,0,0,0,0,43,4,0,0,0,0,0,0,0,-0.7351
15660,0,1723,1199,24412,0,1,0,0,23,5,0,0,0,0,0,0,0,0.8594
17263,0,13,0,521,0,0,1,0,22,5,0,0,0,0,0,0,0,-0.25
12622,0,5001,2380,30181,0,6,2,0,43,1,0,0,0,0,0,0,0,-0.9531
6212,0,11,0,32,0,0,0,1,41,4,0,0,1,0,0,0,0,-0.9538
9362,0,93,16,92,0,0,0,0,47,0,1,0,0,0,0,0,0,-0.8807
1244,0,4999,1502,463,0,0,0,0,22,0,14,0,0,0,0,0,0,-0.2787
7620,0,195,138,4239,0,1,0,0,44,0,1,0,0,0,0,0,0,-0.2991
833,0,2247,552,3862,0,1,1,0,40,1,0,0,0,0,1,0,0,0.8402
149,0,4822,31570,3291,1,189,40,0,40,0,0,0,0,0,0,0,0,-0.4939
5268,0,77,273,2442,0,0,0,0,36,1,0,0,0,0,0,0,0,-0.4939
10540,0,125,6,1020,0,0,0,0,21,1,0,0,0,0,1,0,0,-0.4767
13480,0,552,299,1073,0,2,0,0,27,3,0,0,0,0,0,0,0,-0.8957
184,0,244,397,3238,0,0,0,0,30,1,0,0,0,0,0,0,0,-0.7351
9079,0,2090,5744,4751,0,11,2,0,41,0,1,0,1,0,0,0,0,0.8126
1487,0,53588,57389,21615,0,15,22,0,43,1,3,0,1,0,0,0,0,-0.743
2926,0,3999,13860,8316,0,2,0,0,35,1,1,0,0,0,0,0,0,0.3612
14716,0,38851,38845,42689,0,6,1,0,29,1,0,0,0,0,0,0,0,-0.8658
5610,1,75388,78689,76124,0,12,6,0,21,1,0,0,0,1,0,0,0,-0.3182
16091,0,675,681,51603,0,0,0,0,43,3,0,0,0,0,0,0,0,-0.7003
5968,0,2824,14633,4239,1,8,3,0,42,0,0,0,0,0,0,0,0,-0.5106
8671,0,12739,12882,38273,0,1,2,0,40,0,0,0,0,0,0,0,0,-0.9169
12955,0,0,1,354,0,1,0,0,43,2,0,0,0,0,0,0,0,-0.936
15714,0,1714,232430,2198,1,4179,928,0,29,2,0,0,0,0,0,0,0,0.0
2035,0,4860,879,55656,0,0,0,0,26,1,0,0,0,0,0,0,0,-0.5719
5777,1,936,761,30144,0,2,1,0,29,24,0,0,0,1,0,0,0,0.0
10423,1,520,285,3309,0,0,0,0,24,1,0,0,0,1,0,0,0,-0.5994
264,0,4192,3016,46351,0,0,0,0,32,2,0,0,0,0,0,0,0,0.8779
2504,0,1504,640,34741,0,2,0,0,44,1,0,0,0,0,0,0,0,0.6219
4692,0,71,34,23425,0,2,0,0,32,4,0,0,0,0,0,0,0,0.0
9603,0,901,1098,24380,0,1,0,0,33,0,0,0,0,0,0,0,0,0.7269
17629,0,4975,2204,92465,0,0,0,0,34,0,0,0,0,0,0,0,0,-0.926
3030,0,1948,2104,301,0,1,0,0,26,0,0,0,0,0,0,0,0,-0.9382
13979,0,18429,17684,30136,0,2,0,0,44,0,0,0,0,0,0,0,0,0.975
1378,1,17,0,889,0,0,0,0,24,0,1,0,0,0,0,0,0,-0.5699
1500,0,4569,3954,75563,0,0,0,0,30,4,0,0,0,0,0,0,0,-0.7184
2291,0,299,2044,8421,0,0,1,0,43,3,2,0,0,0,1,0,0,0.743
9459,0,2214,1422,41003,0,3,2,0,25,1,0,0,0,0,0,0,0,-0.2263
11739,0,1361,428,37415,0,0,0,0,36,0,3,0,1,0,0,0,0,-0.5267
10941,0,4959,5884,159292,0,2,1,0,38,1,0,0,0,0,0,0,0,0.8687
7074,0,8898,8099,27593,0,0,0,0,46,1,2,0,0,0,0,0,0,0.7184
7761,0,166,405,5231,0,0,0,0,38,2,1,0,0,0,1,0,0,0.7096
16740,0,815,443,19239,0,0,0,0,24,2,0,0,0,0,1,0,0,-0.8885
11074,0,900,196,5027,0,0,0,0,34,2,0,0,0,0,0,0,0,-0.4767
13236,1,1445,836,47119,0,0,0,0,24,1,0,0,0,1,0,0,0,-0.7184
11514,0,6370,8972,58612,0,3,1,0,35,1,2,0,0,0,1,0,0,-0.3612
16013,0,40,7,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0.8126
14520,0,41,4,2399,0,0,0,0,32,0,0,0,0,0,0,0,0,-0.4019
14450,0,699,159,26467,0,0,0,0,25,1,1,0,0,0,0,0,0,-0.2023
7203,0,2166,10228,1689,1,4,1,0,25,1,2,0,0,0,1,0,0,0.5994
9001,1,405,52,13799,0,3,0,0,26,2,0,0,0,0,0,0,0,0.3612
11362,0,357,232,1825,0,0,0,0,38,16,0,0,0,0,0,0,0,-0.743
11220,0,598,49,2285,0,0,0,0,24,12,0,0,0,0,0,0,0,0.0
3254,0,11,0,33,0,0,0,0,38,3,0,0,1,0,0,0,0,-0.8316
7428,0,747,59389,3738,1,12,2,0,42,0,0,0,0,0,0,0,0,-0.34
17578,0,99,68,146,0,5,1,0,26,1,0,0,0,0,1,0,0,0.5719
51,0,3163,1191,348052,0,0,0,0,38,3,0,0,0,0,0,0,0,-0.5994
7792,0,552,2928,22604,1,0,0,0,21,3,0,0,0,0,0,0,0,-0.5859
8798,0,287,299,5486,0,1,1,0,41,0,0,0,0,0,0,0,0,-0.8176
7633,0,1966,847,6348,0,1,0,0,29,18,0,0,0,0,0,0,0,0.0
13325,0,80,222,307,0,0,0,0,44,1,0,0,1,0,0,0,0,-0.528
12657,1,193,50,5495,0,0,0,0,42,4,0,0,0,1,0,0,0,0.836
11346,0,4971,2671,64827,0,1,1,0,36,6,3,0,0,0,0,0,0,-0.4215
1969,0,1611,1384,1258,0,0,0,0,37,6,1,0,0,0,1,0,0,-0.5423
15556,0,154,251,1954,0,3,0,0,30,17,0,0,0,0,0,0,0,-0.6597
7848,0,196,34,1644,0,0,0,0,48,3,0,0,0,0,0,0,0,0.3818
5578,0,989,6844,29319,0,0,0,0,25,0,14,0,1,0,0,0,0,0.0
1514,0,16,3,750,0,0,0,0,33,8,2,0,0,0,0,0,0,-0.5994
16552,0,172,31,2721,0,0,0,0,38,1,0,0,0,0,0,0,0,-0.5994
2322,0,485,38688,3850,1,0,0,0,31,2,0,0,0,0,0,0,0,0.0
4671,0,3539,1369,10769,0,3,2,0,38,1,3,0,1,0,0,0,0,-0.6486
15167,0,2198,959,3,0,0,1,0,33,1,0,0,0,0,0,0,0,0.6124
3494,0,4729,1252,36321,0,0,0,0,20,1,0,0,0,0,0,0,0,0.0
9437,0,945,426,13404,0,0,0,0,20,1,0,0,0,0,0,0,0,0.5719
1354,0,1890,1337,22932,0,0,0,0,39,0,1,0,0,0,0,0,0,0.8979
13577,0,17297,15783,240499,0,48,19,0,32,4,2,0,0,0,0,0,0,-0.8591
7237,0,24,4,293,0,0,0,0,45,2,0,0,0,0,0,0,0,-0.5574
3537,1,4221,3745,2495,0,1,2,0,23,1,0,0,0,1,0,0,0,0.0
3156,0,697,442,13936,0,0,0,0,40,7,0,0,0,0,0,0,0,-0.4767
15830,0,421,166,14618,0,1,0,0,35,7,1,0,1,0,0,0,0,0.6486
3326,0,1086,1000,16291,0,3,0,0,24,5,0,0,0,0,0,0,0,-0.8271
4000,0,5002,3301,124196,0,4,1,0,25,2,1,0,0,0,1,0,0,0.4215
9307,0,1363,416,20631,0,0,0,0,20,0,1,0,0,0,0,0,0,0.5719
10675,0,5118,4668,233,0,2,0,0,26,19,0,0,0,0,1,0,0,-0.5719
853,0,200,209,59674,0,0,0,0,20,0,0,0,0,0,0,0,0,-0.7184
16093,0,4773,2264,79612,0,1,1,0,30,11,0,0,0,0,1,0,0,0.0
467,0,356,2081,14866,0,1,0,0,23,1,0,0,0,0,1,0,0,0.6249
16235,0,1272,317,7248,0,3,2,0,49,2,0,0,0,0,0,0,0,0.6124
7179,1,7991,8480,17106,0,1,1,0,23,1,0,0,0,1,0,0,0,0.7717
16437,0,3142,2184,61854,0,3,1,1,48,4,0,0,0,0,0,0,0,-0.8807
2177,0,2817,32296,81803,0,17,4,0,44,0,0,0,0,0,0,0,0,-0.1372
6290,0,1645,337,41514,0,0,0,0,28,0,0,0,0,0,0,0,0,-0.7184
1639,0,5004,2756,113015,0,1,1,0,41,4,2,0,0,0,0,0,0,-0.8519
3995,0,560,1131,145529,0,0,0,0,47,3,0,0,0,0,0,0,0,-0.9337
4715,1,1109,570,4404,0,0,1,0,21,1,0,0,0,1,0,0,0,0.0
3700,1,1149,476,19607,0,1,0,0,36,0,0,1,0,0,0,0,0,-0.765
10744,0,728,817,3442,0,3,0,0,69,50,0,0,1,0,0,0,0,-0.6705
7798,0,652,3143,206,1,1,0,0,38,0,1,0,0,0,0,0,0,0.7269
11337,0,2124,1208,13355,0,0,0,0,31,1,0,0,1,0,0,0,0,0.0
14289,0,4258,9400,62971,0,73,4,0,23,2,0,0,1,0,0,0,0,-0.6597
7764,0,74,1354,488,0,4,2,0,37,0,0,0,0,0,0,0,0,0.0
12640,0,3116,1205,21821,0,1,1,0,37,2,5,0,0,0,0,0,0,-0.8979
17406,0,16,8,183,0,1,2,0,25,9,2,0,0,0,0,0,0,-0.4588
3591,0,898,674,38376,0,0,0,0,24,2,0,0,0,0,0,0,0,0.6369
10998,1,912,1430,64,0,2,4,0,47,0,0,0,0,0,0,0,0,-0.5423
8049,0,4737,150934,76592,1,273,72,0,36,0,0,0,0,0,0,0,0,-0.0258
6924,0,1729,605,15843,0,5,1,0,20,2,0,0,0,0,0,0,0,-0.9042
515,0,495,66670,201,1,27,6,0,22,1,0,0,0,0,0,0,0,-0.7506
2709,0,4993,3353,49744,0,1,0,0,35,2,0,0,0,0,0,0,0,-0.6369
356,0,180,89,7705,0,2,0,0,41,1,0,0,0,0,0,0,0,-0.4588
6962,1,850,633,16255,0,0,0,0,23,1,0,0,0,1,0,0,0,0.6808
17222,0,666,158,20616,0,6,0,0,37,1,0,0,0,0,0,0,0,0.2263
15629,0,418,257,11572,0,0,0,0,25,1,0,0,0,0,1,0,0,-0.9372
8118,0,4975,962,15672,0,0,0,0,32,0,0,0,1,0,0,0,0,-0.5859
8721,0,1487,426,417,0,0,0,0,39,7,1,0,0,0,1,0,0,0.0
3320,0,1170,474,90687,0,1,0,0,39,2,0,0,0,0,0,0,0,-0.3182
16443,0,960,339,72584,0,0,0,0,46,3,0,0,1,0,0,0,0,-0.8176
16829,0,2441,1845,10363,0,0,0,0,26,4,2,0,0,0,0,0,0,-0.8074
16377,0,1545,11715,1261,1,3,1,0,44,1,0,0,0,0,0,0,0,-0.5267
16665,0,3862,6774,11130,0,1,0,0,22,2,0,0,0,0,0,0,0,-0.1779
13471,0,4999,3140,86189,0,0,0,0,44,0,0,0,0,0,0,0,0,0.2023
3348,0,2156,10066,1689,1,9,6,0,33,1,2,0,0,0,1,0,0,-0.6059
1629,0,3,17,9265,0,0,0,1,39,0,0,0,0,0,0,0,0,-0.9538
16171,1,704,893,46373,0,2,0,0,40,3,0,1,0,0,0,0,0,-0.7783
13753,0,1935,1423,41653,0,0,0,0,34,2,0,0,0,0,0,0,0,0.7635
16806,0,87,167,20219,0,0,0,0,43,4,0,0,0,0,0,0,0,-0.6249
5148,0,4999,763,26781,0,0,0,0,51,1,1,0,0,0,0,0,0,0.0258
8643,0,396,78,9693,0,0,0,0,37,2,1,0,0,0,0,0,0,-0.8779
3575,1,64807,69734,113435,0,1,3,0,20,1,0,0,0,1,0,0,0,0.0
13614,0,62837,70247,62085,0,11,3,0,32,0,0,0,1,0,0,0,0,-0.0516
7325,0,10258,9971,23921,0,19,1,0,23,1,0,0,0,0,0,0,0,-0.296
11552,0,2005,6299,82755,0,59,23,1,44,0,0,0,0,0,0,0,0,-0.8822
15964,0,38232,47165,22403,0,9,3,0,30,0,1,0,0,0,0,0,0,0.5859
4047,0,231,25,2563,0,6,1,0,32,1,0,0,1,0,0,0,0,0.5423
12225,0,109,148,10121,0,0,0,0,27,2,0,0,0,0,0,0,0,0.0516
6991,0,45,8,75,0,0,0,0,33,1,0,0,1,0,0,0,0,-0.6705
805,1,37,36,17109,0,0,0,0,47,4,0,0,0,0,0,0,0,-0.8658
8844,0,528,146,3298,0,0,0,0,33,1,0,0,0,0,0,0,0,-0.1306
16289,0,8387,7632,909295,0,1,0,0,44,1,0,0,0,0,0,0,0,0.8807
10746,0,271,674,4978,0,1,0,0,22,0,0,0,0,0,0,0,0,-0.6808
11941,0,2606,72776,52617,1,118,20,0,27,0,0,0,0,0,0,0,0,-0.2023
6854,0,660,5701,7482,0,20,3,0,41,1,0,0,0,0,0,0,0,-0.6705
16913,0,0,15314,5122,0,3,1,0,42,2,0,0,0,0,0,0,0,-0.7003
5666,0,507,20,183,0,0,0,0,39,2,0,0,0,0,0,0,0,-0.9423
10677,0,51,0,55,0,0,0,0,47,0,0,0,0,0,0,0,0,0.7096
1367,0,27762,27842,16628,0,11,4,0,42,0,0,0,1,0,0,0,0,-0.4939
15948,0,5907,13125,432,1,2,1,0,29,3,0,0,0,0,0,0,0,0.0
16384,0,103,68,81,0,0,0,0,21,0,0,0,0,0,0,0,0,-0.7096
15817,1,9572,9702,145814,0,0,0,0,24,1,1,0,0,1,0,0,0,-0.7717
7553,0,1988,6561,2103,1,2,0,0,24,0,0,0,0,0,0,0,0,0.4404
16374,0,6573,6182,70590,0,2,0,0,42,9,5,0,0,0,0,0,0,-0.5719
6044,0,822,1719,249360,0,0,0,0,25,2,2,0,0,0,1,0,0,-0.25
5072,0,288,154,7046,0,7,0,0,22,4,0,0,0,0,0,0,0,0.0
10226,1,1755,878,8790,0,16,14,0,24,1,0,0,0,1,0,0,0,-0.5106
9461,0,2893,71280,8543,1,60,23,0,37,0,0,0,0,0,0,0,0,0.0
16560,0,0,0,108,0,0,0,0,42,7,0,0,1,0,0,0,0,-0.5106
1022,0,5816,5335,217538,0,0,0,0,34,2,0,0,0,0,0,0,0,-0.8885
8704,0,15,8,1094,0,1,0,0,39,1,0,0,1,0,0,0,0,-0.8885
14872,0,1,31,3570,0,0,0,0,38,1,0,0,1,0,0,0,0,-0.8442
1286,0,961,2099,1257,1,0,0,0,28,0,0,0,0,0,0,0,0,0.7964
9654,0,19404,17711,98392,0,2,1,0,39,3,0,0,0,0,0,0,0,0.5267
5908,0,4801,1797,91981,0,0,0,0,26,4,3,0,0,0,0,0,0,-0.3182
15579,1,8535,8500,25101,0,0,0,0,29,1,0,0,0,1,0,0,0,-0.8519
13427,0,211,68,2112,0,1,0,0,38,2,0,0,0,0,1,0,0,0.7783
6543,0,2251,1757,87794,0,0,0,0,30,0,0,0,0,0,0,0,0,-0.2263
1348,1,355,293,44321,0,0,0,0,36,1,0,0,0,1,0,0,0,0.0
10674,0,137,112,6412,0,0,1,0,22,2,0,0,0,0,0,0,0,-0.4019
13605,0,5001,1145,7761,0,0,0,0,36,8,2,0,1,0,0,0,0,0.6597
17897,0,160,73,23,0,0,0,0,27,3,0,0,0,0,0,0,0,0.8074
4275,0,1463,582,38259,0,1,0,0,25,0,0,0,0,0,0,0,0,-0.6597
14644,0,1176,630,105238,0,0,0,0,52,0,0,0,0,0,0,0,0,0.743
532,0,1783,1519,69135,0,0,0,0,35,0,2,0,0,0,0,0,0,0.128
15665,1,22711,24985,40200,0,1,1,0,40,0,0,0,0,0,0,0,0,0.1761
16273,0,0,1,1,0,0,0,1,48,1,0,0,1,0,0,0,0,-0.8128
380,0,6977,3680144,2738,1,20,7,0,24,0,1,0,0,0,0,0,0,0.0
10058,1,598,979,80239,0,0,0,0,29,1,0,0,0,1,0,0,0,-0.7845
7133,0,201,39,2726,0,0,0,0,32,2,0,0,1,0,0,0,0,-0.7845
10195,0,1,0,9,0,0,0,0,27,4,0,0,0,0,0,0,0,-0.802
930,0,1332,3991,2003,0,1,2,0,47,5,3,0,0,0,0,0,0,-0.7579
2626,0,1815,1105,5178,0,1,2,1,38,3,2,0,0,0,0,0,0,-0.9246
16819,0,1539,770,6402,0,0,0,1,26,2,2,0,0,0,0,0,0,-0.8176
17907,0,4993,1952,70,0,1,0,0,29,6,0,0,0,0,0,0,0,-0.0258
2895,0,21,7,2019,0,1,0,0,41,1,0,0,1,0,0,0,0,-0.9201
8611,0,583,157,55993,0,0,0,0,32,0,0,0,0,0,0,0,0,0.0
12913,0,4820,3585,84480,0,0,0,0,23,1,0,0,1,0,0,0,0,-0.5859
11906,0,5911,5464,56983,0,0,0,1,44,1,1,0,0,0,0,0,0,-0.9186
14375,0,2134,1384,59967,0,8,2,1,27,0,0,0,0,0,0,0,0,-0.8779
15503,1,430,183,2774,0,0,0,0,29,1,0,0,0,1,0,0,0,0.0
9672,1,996,198,20552,0,0,0,0,33,1,0,0,0,1,0,0,0,-0.1531
73,0,256,77,2606,0,1,1,0,31,0,0,0,0,0,0,0,0,0.4256
2604,0,2659,2008,117889,0,0,0,0,33,2,0,0,1,0,0,0,0,-0.3182
11072,1,5530,5511,41291,0,0,0,0,33,2,0,0,0,1,0,0,0,0.4404
16836,0,27,11,1702,0,0,0,0,26,6,0,0,1,0,0,0,0,-0.8555
10086,0,261,196,28693,0,1,0,0,29,1,0,0,0,0,0,0,0,-0.0258
1864,0,397,71,1568,0,0,1,0,36,0,0,0,0,0,0,0,0,-0.6705
9653,1,4846,4307,15875,0,0,0,0,26,3,0,0,0,0,0,0,0,-0.1779
4603,1,1324,2259,103169,0,0,0,0,21,1,0,0,0,1,0,0,0,0.0
9449,0,396,167,11791,0,1,0,0,34,1,0,0,0,0,0,0,0,0.7096
17298,0,3820,2157,84973,0,0,0,0,37,3,0,0,0,0,1,0,0,-0.8176
12111,0,1783,1348,48026,0,4,1,1,39,5,1,0,0,0,1,0,0,0.0583
17361,0,382,213,8980,0,0,0,1,45,2,3,0,0,0,1,0,0,-0.9118
10403,0,421,634,47653,0,0,0,0,23,2,0,0,0,0,1,0,0,-0.7906
10702,0,37861,40720,76943,0,1,1,1,24,1,10,0,0,0,0,0,0,-0.7845
2995,1,4901,3835,4478,0,0,0,0,23,1,0,0,0,1,0,0,0,-0.2732
6648,0,34,59,221,0,1,0,0,34,2,0,0,0,0,0,0,0,-0.836
7614,0,2143,2573,86432,0,1,0,0,26,0,0,0,0,0,0,0,0,0.0
9278,0,114,6,192,0,0,0,1,33,3,3,0,0,0,0,0,0,-0.6412
2920,0,838,150,2835,0,4,2,0,39,1,0,0,0,0,0,0,0,-0.3612
5672,0,45,13,2041,0,0,0,0,49,2,1,0,1,0,0,0,0,0.8779
8036,1,2361,1594,35888,0,0,0,0,43,1,0,0,0,0,0,0,0,-0.7579
9471,0,1239,34746,103518,0,18,0,0,44,3,0,0,0,0,0,0,0,-0.6597
9621,0,1616,430737,79,1,1564,394,0,32,0,0,0,0,0,0,0,0,-0.9468
2777,0,217,47,8502,0,0,0,0,33,5,0,0,1,0,0,0,0,-0.91
7097,0,840,468,13412,0,0,0,0,36,2,0,0,0,0,0,0,0,-0.2732
7544,0,419,185,35384,0,2,1,0,47,2,1,0,0,0,0,0,0,-0.128
8159,0,20,1,42,0,0,0,0,28,1,0,0,1,0,0,0,0,-0.7506
17685,0,334,11,15224,0,0,0,0,30,12,0,0,0,0,1,0,0,0.0
17310,0,1129,15047,2048,0,4,1,0,21,2,1,0,0,0,0,0,0,0.0
11581,0,13,0,71,0,0,0,0,30,1,0,0,1,0,0,0,0,-0.5106
14486,0,536,200,13948,0,0,0,0,27,0,0,0,0,0,0,0,0,-0.8611
1203,0,334,29341,8581,1,404,55,0,26,3,1,0,1,0,0,0,0,0.4767
11105,0,0,0,354,0,0,0,0,27,2,0,0,0,0,0,0,0,-0.872
6163,0,2985,1409,8243,0,0,0,0,40,1,1,0,0,0,0,0,0,-0.8591
16141,0,9814,10182,223854,0,0,0,0,51,1,0,0,0,0,0,0,0,-0.8181
4718,0,1509,38,2126,0,0,0,0,32,5,0,0,0,0,1,0,0,0.3252
5927,1,613,400,11756,0,0,0,0,27,0,0,0,0,0,0,0,0,-0.666
10399,1,1080,245,5601,0,0,0,0,39,2,1,0,0,1,0,0,0,-0.7845
16547,0,689,192,7183,0,0,0,0,38,7,0,0,0,0,0,0,0,-0.765
14041,0,4206,1254,12206,0,1,0,0,26,0,0,0,0,0,0,0,0,-0.7783
15512,0,166,10,81,0,0,0,0,46,1,0,0,0,0,0,0,0,0.8555
6342,1,2736,2195,8669,0,0,1,0,42,0,5,0,0,0,0,0,0,-0.8519
15851,0,432,2006,1159,1,4,2,0,31,0,1,0,0,0,0,0,0,0.2732
12430,0,164,6,1010,0,0,0,0,36,1,0,0,0,0,0,0,0,-0.6808
4118,0,1308,931,8218,0,0,0,0,31,2,0,0,0,0,0,0,0,0.7717
14540,0,7189,9974,146357,0,3,1,0,60,17,0,0,1,0,0,0,0,-0.3182
17122,0,9590,8897,535323,0,11,6,0,52,49,0,0,0,0,0,0,0,0.0
5866,0,2184,270,1262,0,0,0,0,44,1,0,0,0,0,1,0,0,0.4939
888,0,5000,800,65229,0,1,1,0,38,2,2,0,0,0,1,0,1,0.8779
9277,0,3066,4209,12608,0,1,0,1,34,0,0,0,0,0,0,0,0,-0.4215
3927,0,399,27,4783,0,0,0,0,26,0,0,0,0,0,0,0,0,-0.5423
14508,0,982,998529,145,1,4,1,0,22,3,0,0,1,0,0,0,0,0.3612
531,0,12122,18253,15642,1,0,0,0,31,0,2,0,1,0,0,0,0,0.0
11200,0,415,16115,288,1,159,40,0,30,1,0,0,0,0,0,0,0,-0.7845
14141,0,1071,663,147,0,1,1,0,36,1,0,0,0,0,0,0,0,0.4019
7249,0,5416,12830,61980,0,13,4,0,28,1,0,0,0,0,0,0,0,-0.9118
7875,0,314,375,2644,0,3,0,0,45,3,0,0,0,0,1,0,0,0.7184
10639,0,2398,2875,11319,0,4,6,0,42,0,1,0,0,0,0,0,0,-0.9325
6784,0,784,49,3387,0,0,0,0,35,0,0,0,0,0,0,0,0,-0.5267
9863,1,953,233,1692,0,1,2,0,27,0,0,1,0,0,0,0,0,-0.7964
14726,1,10795,10135,1910,0,0,0,0,20,0,0,0,0,0,0,0,0,-0.34
15271,0,309,265,612,0,0,2,0,20,0,1,0,0,0,0,0,0,-0.8074
9340,0,146,33,2194,0,0,0,0,56,11,0,0,0,0,0,0,0,0.0
13074,0,38,3,171,0,0,0,1,20,1,0,0,0,0,0,0,0,-0.128
5681,0,254,4,3214,0,1,0,0,46,0,0,0,0,0,0,0,0,-0.9274
3166,1,205,116,4849,0,0,0,0,25,0,0,0,0,0,0,0,0,-0.4404
16650,0,1011,868,45903,0,0,0,0,24,8,1,0,1,0,1,0,0,-0.3818
360,0,3,1,3,0,0,0,0,28,13,2,0,0,0,1,0,0,-0.0772
11613,1,2348,220,4130,0,0,0,0,21,1,0,0,0,1,0,0,0,-0.1779
952,0,899,6679,7068,1,0,1,0,35,2,4,0,0,0,0,0,0,0.5574
2160,0,5263,5208,16703,0,2,1,0,23,1,0,0,0,0,0,0,0,0.0
1799,0,26,14305,63188,0,0,0,0,22,0,0,0,0,0,0,0,0,-0.0762
15531,0,1057,12155,318,1,0,1,0,27,1,0,0,0,0,0,0,0,0.6705
9766,0,12883,11533,73587,0,0,0,0,24,0,0,0,0,0,0,0,0,0.4404
8124,1,950,775,30754,0,1,1,0,33,24,0,0,0,1,0,0,0,0.0
14243,0,77,51,2670,0,0,0,0,21,9,0,0,0,0,0,0,0,-0.25
5427,0,186,332,182,0,4,2,0,27,3,0,0,0,0,0,0,0,0.25
10034,0,3704,1764,583,0,14,3,1,21,0,1,0,1,0,0,0,0,-0.6597
10400,1,14912,14012,97576,0,2,0,0,20,0,2,0,0,0,0,0,0,0.3724
11171,0,927,778,41508,0,0,2,0,43,1,0,0,0,0,0,0,0,-0.1779
7711,0,194,136,1908,0,0,0,0,38,0,0,0,0,0,0,0,0,-0.1779
8946,0,676,210,43015,0,0,0,1,27,7,0,0,1,0,0,0,0,-0.9186
9570,0,4950,3350,108224,0,1,0,0,49,1,0,0,0,0,0,0,0,-0.7579
6564,1,609,396,7439,0,0,0,0,25,2,0,0,0,0,0,0,0,0.0
8478,1,267,119,953,0,2,1,0,35,1,0,0,0,1,0,0,0,-0.7184
11280,0,4453,5263,142953,0,1,0,0,31,0,1,0,1,0,0,0,0,0.0
5175,0,1,2,293,0,1,0,0,33,1,0,0,1,0,0,0,0,-0.8442
15296,0,1284,982,50704,0,11,0,0,40,1,0,0,0,0,0,0,0,0.0679
